3999.64	0.0368914	0.0522058	-0.0590321	0.0334097	-0.00935027	0.0650737	0.0496928	0.0089674	-0.0897725	-0.0327693	-0.0297874	-0.0268328	0.0237848	0.00237031	-0.0364876	0.0221376	0.0558365	-0.0178806	0.02844	0.0587594	0.0677907	-0.0607129	-0.0124297	0.0109986	-0.0755836	-0.107187	-0.075451	-0.0699438	0.0109986	-0.0755836	-0.107187	-0.075451	-0.0699438	-0.0368054	-0.0929349	-0.00517998	-0.0254319	-0.0173694	-0.0578015	0.00711411	-0.0377615	0.0367016	0.036226	0.0448159	-0.0393061	0.0271717	-0.0500581	-0.00378384	0.0262666	0.0254684	0.0658537	0.0236163	-0.0359514	0.0239271	0.066614	0.00356574	0.00875736	-0.00168768	0.0403636	0.0346627	0.0252611	-0.00671469	-0.07534	0.00868714	0.00588722	-0.038872	-0.0446915	0.0288338	0.0629023	-0.0483196	0.0420609	-0.0388933	-0.0562684	-0.0504271	-0.00805178	-0.0363122	-0.049001	0.00342158	-0.0428505	0.0511227	-0.0386587	0.0191014	-0.036737	-0.0178307	-0.0255609	0.00114872	0.0154724	-0.0115374	-0.0647589	-0.0138225	-0.0857068	-0.0475813	-0.0659295	-0.00683813	0.0571982	-0.0279175	-0.0079078	-0.0731613	0.0221247	-0.0132447	0.00040061	0.0187395	0.0345025	0.0223255	0.040639	-0.0869302	0.000311174	-0.043528	-0.0210662	-0.005219
3997.71	0.0378008	0.05237	-0.0590632	0.0334886	-0.00908739	0.0652925	0.0499512	0.00894527	-0.0898297	-0.0322197	-0.0294529	-0.0275579	0.0240779	0.00255441	-0.0363098	0.0222411	0.0561776	-0.0180101	0.028464	0.058617	0.0677657	-0.0602699	-0.0123613	0.0108065	-0.0754145	-0.106685	-0.0754964	-0.0695223	0.0108065	-0.0754145	-0.106685	-0.0754964	-0.0695223	-0.0368267	-0.0928839	-0.0049501	-0.0249306	-0.0172452	-0.0577151	0.0068745	-0.0381778	0.0357033	0.0360369	0.0445838	-0.0394131	0.0269728	-0.0498666	-0.00357788	0.0268197	0.0258425	0.0661669	0.0239455	-0.0357047	0.0240564	0.0663724	0.00347341	0.00844349	-0.00118871	0.0400203	0.0343324	0.0254005	-0.00697483	-0.0752708	0.00883391	0.00610108	-0.0391244	-0.0446816	0.028917	0.0629309	-0.048351	0.0421502	-0.0386529	-0.0563131	-0.0506511	-0.00822423	-0.0359927	-0.0488571	0.0032113	-0.0424558	0.0515234	-0.0383236	0.0188077	-0.0365726	-0.0177013	-0.0255938	0.00131389	0.0159232	-0.0114401	-0.0649425	-0.0137131	-0.0856783	-0.0470003	-0.0657625	-0.00687883	0.0568025	-0.027745	-0.00835803	-0.073184	0.0220067	-0.0134323	2.36583e-05	0.0184295	0.0346626	0.0222499	0.0406338	-0.0870106	0.000686185	-0.0436157	-0.0210119	-0.00535648
3995.78	0.0381492	0.0522962	-0.0592396	0.0334474	-0.00879507	0.0652292	0.0499485	0.00821064	-0.0898987	-0.0319252	-0.0292579	-0.0279677	0.0246016	0.00236927	-0.0367545	0.0217333	0.056657	-0.0181241	0.0288048	0.0587088	0.0678031	-0.0603014	-0.0121145	0.011395	-0.0754063	-0.106558	-0.075416	-0.0690029	0.011395	-0.0754063	-0.106558	-0.075416	-0.0690029	-0.0371532	-0.0927495	-0.00504595	-0.0247071	-0.0170799	-0.057823	0.00681492	-0.0375923	0.0351991	0.0356087	0.0441936	-0.039237	0.0269621	-0.0495419	-0.00365855	0.0274414	0.026035	0.0661701	0.0241648	-0.0353526	0.023965	0.0665138	0.00384254	0.00816313	-0.000730488	0.0401907	0.0347195	0.0255766	-0.0068015	-0.0750968	0.008803	0.00588443	-0.0388287	-0.0446563	0.0295507	0.0630776	-0.0474644	0.0425338	-0.0386865	-0.0562881	-0.0506333	-0.00825004	-0.0356658	-0.0485493	0.00296799	-0.0422478	0.0519165	-0.0384414	0.0186893	-0.0361165	-0.0175899	-0.0261622	0.00136166	0.0158641	-0.0111898	-0.0648913	-0.0138383	-0.0854488	-0.0467557	-0.0652361	-0.00704438	0.0565953	-0.0278022	-0.00852851	-0.0732008	0.022003	-0.013754	0.000168917	0.0177809	0.0345432	0.0220657	0.040524	-0.0868744	0.000645931	-0.0435061	-0.0210408	-0.00523233
3993.85	0.0382906	0.0522509	-0.0594526	0.033713	-0.00863629	0.0651344	0.049555	0.00798035	-0.0896624	-0.0314557	-0.0289058	-0.0276792	0.0244689	0.00161178	-0.037033	0.0216454	0.0566631	-0.0185138	0.0293567	0.0590368	0.0681503	-0.0598436	-0.0119791	0.0119584	-0.0759005	-0.10687	-0.075382	-0.0689721	0.0119584	-0.0759005	-0.10687	-0.075382	-0.0689721	-0.0371498	-0.0927824	-0.00483448	-0.0242069	-0.0171583	-0.0578323	0.0064775	-0.0372209	0.0346057	0.035443	0.0443367	-0.0392776	0.026962	-0.0495109	-0.00349545	0.0277434	0.0261114	0.0662919	0.0240195	-0.0348332	0.0241227	0.066832	0.0040263	0.00838427	-0.000771735	0.040616	0.0353803	0.025859	-0.00653798	-0.0748013	0.00878529	0.00573094	-0.0383871	-0.044305	0.0299381	0.0631451	-0.0466591	0.0430925	-0.038958	-0.0557734	-0.0502368	-0.00825573	-0.0358537	-0.0481656	0.00260298	-0.042334	0.0522806	-0.0382591	0.0190091	-0.0355682	-0.017505	-0.0258843	0.00168485	0.0157575	-0.0107873	-0.0645579	-0.0142254	-0.085265	-0.0467725	-0.0655283	-0.00745473	0.0567857	-0.0278656	-0.0083512	-0.0729956	0.0226082	-0.0135987	0.000343272	0.0170729	0.0345319	0.0221081	0.0401125	-0.0864393	0.000456098	-0.0431356	-0.0209676	-0.00493376
3991.93	0.038156	0.052169	-0.0600169	0.0341479	-0.0079959	0.0647661	0.0491776	0.00844004	-0.0895304	-0.0309456	-0.0287532	-0.0278933	0.0239074	0.00113692	-0.0367886	0.0220205	0.0565184	-0.0186428	0.0299372	0.0588896	0.0686771	-0.0593693	-0.0121563	0.0117674	-0.076085	-0.107092	-0.0754842	-0.0690798	0.0117674	-0.076085	-0.107092	-0.0754842	-0.0690798	-0.0371374	-0.0927	-0.00422337	-0.024027	-0.016928	-0.0575187	0.0061403	-0.0377563	0.0344508	0.0355902	0.0445234	-0.0395415	0.0273044	-0.0495047	-0.00295515	0.0275648	0.026341	0.0665954	0.0244246	-0.0347428	0.0248447	0.0670879	0.00393989	0.00869678	-8.13696e-05	0.0405966	0.0352371	0.0260614	-0.00689393	-0.074802	0.00918772	0.00596011	-0.0381725	-0.043914	0.0297735	0.063628	-0.0466714	0.0434137	-0.0386346	-0.0553588	-0.0497598	-0.00819256	-0.0359331	-0.047883	0.00266308	-0.0421803	0.0520565	-0.0374221	0.0192558	-0.0347947	-0.0173588	-0.0255965	0.00214598	0.016026	-0.0107109	-0.0642271	-0.014458	-0.0847409	-0.0470055	-0.0660362	-0.00760596	0.056719	-0.0280593	-0.00883669	-0.0726112	0.0229554	-0.0134483	0.000560426	0.0169794	0.0344031	0.0221785	0.0401142	-0.0861903	0.000862141	-0.0427847	-0.0204044	-0.00487574
3990	0.0381825	0.0516068	-0.0602922	0.0342334	-0.00781617	0.0650188	0.0488769	0.00813788	-0.0899345	-0.0311275	-0.029085	-0.0287925	0.0235071	0.00116091	-0.0371338	0.0219791	0.0565051	-0.01884	0.0299052	0.0582385	0.0679281	-0.0596345	-0.0127201	0.0115496	-0.0764651	-0.107415	-0.0756601	-0.0693679	0.0115496	-0.0764651	-0.107415	-0.0756601	-0.0693679	-0.0373056	-0.0926349	-0.0042087	-0.0241048	-0.0167867	-0.0574052	0.00577193	-0.0385861	0.0346801	0.0351151	0.0438188	-0.039739	0.027227	-0.0495533	-0.00267181	0.0274357	0.0262115	0.0667655	0.0242792	-0.0350281	0.0247516	0.0666134	0.00392351	0.00856185	0.000203358	0.0402167	0.0346478	0.0254957	-0.00733658	-0.0748909	0.00896002	0.00574672	-0.0386082	-0.044008	0.0294035	0.0635889	-0.0469981	0.043198	-0.0387423	-0.055938	-0.0498305	-0.00855271	-0.0358871	-0.0482787	0.00282667	-0.0422024	0.0515783	-0.0368165	0.0187382	-0.0345594	-0.0177235	-0.0262804	0.00229182	0.0159459	-0.0105962	-0.0643003	-0.0144892	-0.0845876	-0.0474828	-0.0663259	-0.00785467	0.0564236	-0.0287411	-0.00952768	-0.0727214	0.022644	-0.0141526	0.000403827	0.0170773	0.0336988	0.0218092	0.0400741	-0.0867502	0.000943555	-0.0430365	-0.020532	-0.00476832
3988.07	0.0387043	0.0510707	-0.0602209	0.0341032	-0.00739248	0.0653386	0.0485201	0.00747168	-0.090179	-0.0311228	-0.0285524	-0.0290195	0.0229751	0.00130831	-0.0376435	0.0220101	0.0566221	-0.0188813	0.0300807	0.0579833	0.0671948	-0.0597652	-0.0128099	0.0117951	-0.0762498	-0.107041	-0.075763	-0.0688193	0.0117951	-0.0762498	-0.107041	-0.075763	-0.0688193	-0.037623	-0.0928673	-0.0041028	-0.023601	-0.0171589	-0.0573321	0.00565382	-0.0387134	0.0343543	0.0347919	0.0430917	-0.0401567	0.0269643	-0.0493443	-0.00284466	0.0276561	0.0267807	0.066808	0.0242831	-0.0350748	0.0244633	0.0665084	0.00399694	0.00846798	-0.000161929	0.0402615	0.0350185	0.0255126	-0.00715974	-0.0748864	0.00896209	0.00528097	-0.0388537	-0.0441763	0.0289828	0.0631872	-0.0467519	0.0434459	-0.0387555	-0.0560826	-0.049714	-0.00867348	-0.0356629	-0.0481973	0.00238187	-0.0422897	0.0518091	-0.0370608	0.018349	-0.0346778	-0.0177369	-0.0267018	0.00256054	0.0161394	-0.0104389	-0.0639997	-0.0146171	-0.0846404	-0.0472664	-0.0666449	-0.00810275	0.0564037	-0.0291634	-0.00939278	-0.0726673	0.022935	-0.0144546	-7.21268e-05	0.0169904	0.0332549	0.0215112	0.0399547	-0.0867732	0.000528146	-0.0427862	-0.0205562	-0.00445222
3986.14	0.0387132	0.0506071	-0.0607378	0.0336913	-0.00773962	0.0651185	0.0479737	0.00669222	-0.0904867	-0.0314178	-0.0280863	-0.0294295	0.0225451	0.000609597	-0.0386566	0.021717	0.0560671	-0.0193386	0.03029	0.0575202	0.0663732	-0.0597191	-0.01299	0.0122354	-0.0761152	-0.106621	-0.0754963	-0.0683124	0.0122354	-0.0761152	-0.106621	-0.0754963	-0.0683124	-0.0381735	-0.09326	-0.00406118	-0.0237897	-0.0180212	-0.0576182	0.00488455	-0.0390079	0.0334582	0.0343465	0.0425009	-0.0409576	0.0265515	-0.0494947	-0.00342629	0.0273123	0.0268594	0.0663805	0.0240326	-0.0351582	0.0239672	0.0662343	0.00367439	0.00790374	-0.000739121	0.0402898	0.0346632	0.0253453	-0.00746801	-0.0749829	0.00868461	0.00497634	-0.0393268	-0.0448237	0.0285373	0.0624025	-0.0468109	0.0432043	-0.039286	-0.0564749	-0.0499879	-0.0091284	-0.0360213	-0.0479697	0.00113197	-0.0424397	0.0518059	-0.0374833	0.0176899	-0.0348964	-0.0181804	-0.0274445	0.00240406	0.0159602	-0.0109055	-0.0639808	-0.0156412	-0.0852319	-0.0473568	-0.0674732	-0.00914956	0.0557068	-0.02987	-0.0101202	-0.072905	0.023212	-0.0147274	-0.000784336	0.0162477	0.0329264	0.0209024	0.0390745	-0.0868382	0.000240156	-0.0427256	-0.0209007	-0.00449583
3984.21	0.0386222	0.0506084	-0.0610941	0.0335083	-0.00824192	0.0650317	0.0476201	0.00629108	-0.0906456	-0.0313311	-0.0280165	-0.029581	0.022498	3.46265e-05	-0.0392455	0.0210244	0.0557928	-0.020035	0.0304273	0.0570998	0.0660433	-0.0597722	-0.0128404	0.0115417	-0.0765902	-0.106969	-0.0758768	-0.0689673	0.0115417	-0.0765902	-0.106969	-0.0758768	-0.0689673	-0.0383532	-0.0938072	-0.00436074	-0.0240654	-0.0183002	-0.0580076	0.00444115	-0.0392909	0.0329647	0.0338349	0.0424548	-0.04116	0.0262961	-0.0496893	-0.00328468	0.0271111	0.0266474	0.0659732	0.0234809	-0.0349244	0.0236744	0.0660792	0.00317809	0.00735934	-0.00052638	0.0404004	0.0345926	0.0249975	-0.00808232	-0.0752765	0.00824167	0.00502635	-0.0394741	-0.0448836	0.0283219	0.0618921	-0.0467317	0.0432766	-0.0394371	-0.0565057	-0.0499856	-0.00883692	-0.0362804	-0.0475121	0.000522308	-0.042469	0.0516359	-0.0371164	0.0173742	-0.0346942	-0.01868	-0.0279086	0.00180395	0.0157078	-0.010927	-0.0643035	-0.0163126	-0.0851564	-0.0475676	-0.0676437	-0.00966111	0.0548828	-0.0301863	-0.0108273	-0.0730187	0.0234047	-0.0150845	-0.000798624	0.0156075	0.032209	0.020631	0.0387892	-0.0869529	-0.00023436	-0.0426571	-0.0210071	-0.00472247
3982.28	0.0385177	0.0503236	-0.0613117	0.0336857	-0.00812473	0.0646382	0.0475307	0.00564201	-0.090791	-0.0310114	-0.0284139	-0.0301838	0.0223201	-0.000612018	-0.0395676	0.0205544	0.0553809	-0.0205395	0.0299538	0.056851	0.0658992	-0.0597854	-0.0132208	0.011049	-0.0766102	-0.106956	-0.0763068	-0.0693995	0.011049	-0.0766102	-0.106956	-0.0763068	-0.0693995	-0.0385576	-0.0938437	-0.00436684	-0.0241918	-0.0186246	-0.0587023	0.00395681	-0.0395395	0.0325925	0.0333241	0.0423095	-0.041133	0.0259361	-0.0494991	-0.0032881	0.027058	0.0268738	0.0658644	0.0230753	-0.0348785	0.0234047	0.0660653	0.00270285	0.00713341	-0.000300654	0.0402336	0.0346874	0.0242493	-0.00847821	-0.0758101	0.0081423	0.00466539	-0.0395343	-0.044402	0.0277429	0.0615261	-0.0468658	0.0432991	-0.0394439	-0.0564725	-0.0502066	-0.00854569	-0.0367179	-0.0474929	0.000458386	-0.0425987	0.0512337	-0.0370104	0.0169977	-0.0349873	-0.0189401	-0.0277682	0.00135943	0.0155998	-0.0107934	-0.0643931	-0.0169106	-0.0851485	-0.0479079	-0.0674939	-0.00994861	0.0545834	-0.0301703	-0.0110681	-0.0730759	0.023185	-0.0155701	-0.000939625	0.0153432	0.03142	0.020255	0.0384941	-0.0870747	-0.000683646	-0.0425816	-0.0208875	-0.0054252
