3999.64	-0.0831678	-0.0737469	-0.112118	-0.092815	-0.117531	-0.0951325	0.0801059	0.0765361	0.0339865	0.0639683	0.0766582	-0.0123077	0.00838211	-0.110476	-0.104805	-0.115978	-0.115086	-0.113395	-0.120817	-0.121989	-0.107562	-0.11777	-0.103893	-0.0998754	-0.0970826	-0.108325	-0.105188	-0.0743344	-0.0780148	-0.0847221	-0.0914408	-0.0928225	-0.077481	0.0412606	0.040651	-0.00468973	0.0504746	0.0829017	-0.00643252	-0.044652	-0.0146144	0.0240554	-0.0104959	-0.0248777	-0.010428	-0.017296	-0.0189365	-0.0528068	-0.136166	-0.0649593	-0.0703327	-0.0411822	-0.0852915	-0.0277235	-0.0401315	-0.0366274	-0.0241901	0.0371035	-0.0499879	-0.0336426	-0.0255775	0.00745493
3997.71	-0.0834346	-0.0738529	-0.112339	-0.0932106	-0.117636	-0.0955093	0.0801395	0.0771643	0.0341201	0.064407	0.0766096	-0.0117863	0.00862786	-0.110675	-0.104304	-0.115858	-0.114876	-0.113239	-0.121088	-0.121916	-0.107213	-0.117451	-0.103838	-0.0996202	-0.0971776	-0.108208	-0.1051	-0.074392	-0.0777759	-0.0850659	-0.0917051	-0.0930134	-0.0777401	0.0405416	0.0399254	-0.00500045	0.0501949	0.0826706	-0.00689846	-0.0450621	-0.0147485	0.0232844	-0.0111104	-0.0253824	-0.0104297	-0.0176086	-0.0192923	-0.0529896	-0.136119	-0.0649331	-0.0706497	-0.0408217	-0.0848698	-0.0275136	-0.0397211	-0.0365803	-0.024052	0.0372053	-0.0498581	-0.0334833	-0.0253824	0.00750795
3995.78	-0.0838086	-0.0741866	-0.11238	-0.0932815	-0.117461	-0.0954018	0.0792292	0.0771836	0.0336628	0.0638246	0.0760189	-0.0122114	0.00836886	-0.110525	-0.104136	-0.115556	-0.11491	-0.113326	-0.1212	-0.122125	-0.107265	-0.117655	-0.10374	-0.100472	-0.0980612	-0.109065	-0.105745	-0.0753854	-0.0786351	-0.0859925	-0.0922011	-0.0941938	-0.0784994	0.0396881	0.0389933	-0.00548475	0.0500902	0.082345	-0.00720087	-0.0449975	-0.0150321	0.0231658	-0.0118515	-0.0259032	-0.0104672	-0.0180287	-0.0199012	-0.053304	-0.136378	-0.0653199	-0.0711346	-0.040334	-0.0851233	-0.0281557	-0.0396818	-0.0363948	-0.0246069	0.0377178	-0.0498072	-0.0333019	-0.0248063	0.00753378
3993.85	-0.0834763	-0.0739215	-0.111935	-0.0928667	-0.116864	-0.0952467	0.07904	0.0771744	0.0334702	0.0636576	0.0761909	-0.0124522	0.00806283	-0.110089	-0.103965	-0.115022	-0.114907	-0.113068	-0.120678	-0.122127	-0.107207	-0.117493	-0.103454	-0.100902	-0.0984284	-0.109746	-0.10603	-0.0757035	-0.0794194	-0.0861386	-0.0923697	-0.0948175	-0.0789285	0.039096	0.0389045	-0.00578288	0.0499347	0.0822549	-0.00744219	-0.0450445	-0.0154196	0.0231337	-0.012355	-0.0262327	-0.0107171	-0.0183379	-0.0199475	-0.0534396	-0.136274	-0.065233	-0.0712003	-0.040442	-0.0849567	-0.0279162	-0.0398158	-0.0362977	-0.0248273	0.0380059	-0.0500874	-0.0330205	-0.0246003	0.00806911
3991.93	-0.0830857	-0.0734107	-0.111844	-0.0926141	-0.116567	-0.0951892	0.0793195	0.0771458	0.0336356	0.0637913	0.0763036	-0.0120183	0.00855702	-0.11005	-0.103691	-0.114925	-0.114656	-0.112857	-0.120341	-0.121621	-0.107208	-0.117124	-0.103555	-0.100238	-0.0978988	-0.109116	-0.1055	-0.074915	-0.0785257	-0.0856814	-0.0921693	-0.0942003	-0.0786622	0.0392882	0.0390739	-0.00549369	0.0498666	0.0826745	-0.00765297	-0.045163	-0.015538	0.022927	-0.0121208	-0.0261928	-0.0113003	-0.018349	-0.0195812	-0.0534054	-0.13676	-0.0648859	-0.0708196	-0.0409219	-0.084964	-0.0276693	-0.0401516	-0.0360471	-0.0248673	0.037687	-0.0505599	-0.0333881	-0.0246746	0.00765011
3990	-0.0825909	-0.0732138	-0.111639	-0.0923426	-0.1166	-0.0951398	0.0790181	0.0770104	0.0337306	0.0636074	0.0761376	-0.011984	0.00870786	-0.109951	-0.103943	-0.114995	-0.114915	-0.113206	-0.120851	-0.121472	-0.10724	-0.117041	-0.103638	-0.100393	-0.0977967	-0.108748	-0.105073	-0.0747631	-0.0780978	-0.0853506	-0.0920121	-0.0940952	-0.0785009	0.0399597	0.0390123	-0.00510869	0.0499152	0.0824686	-0.00744476	-0.0448044	-0.0159748	0.0229486	-0.0116026	-0.0260741	-0.0111621	-0.0180826	-0.0193753	-0.0534495	-0.136997	-0.0646067	-0.0704244	-0.0405134	-0.0848155	-0.0281247	-0.0397907	-0.0353536	-0.024177	0.0374785	-0.0502582	-0.0338748	-0.0245456	0.00705217
3988.07	-0.0824517	-0.0731123	-0.111183	-0.0920313	-0.116466	-0.0950658	0.0785353	0.0765145	0.0332299	0.0633194	0.0761532	-0.0123702	0.00809322	-0.110299	-0.104729	-0.114977	-0.115488	-0.113682	-0.121528	-0.121914	-0.107519	-0.117538	-0.103866	-0.101119	-0.0984009	-0.109272	-0.10545	-0.0754	-0.0789569	-0.0853659	-0.092471	-0.0943738	-0.0785418	0.0399018	0.0391627	-0.00520407	0.0493361	0.0818731	-0.0074544	-0.0447762	-0.0160791	0.0231397	-0.0119441	-0.0260493	-0.0112673	-0.0182097	-0.0192831	-0.0534433	-0.137618	-0.0656959	-0.0703257	-0.0407355	-0.0851468	-0.0288352	-0.0396305	-0.0355238	-0.0249929	0.03677	-0.0507276	-0.0345188	-0.0255118	0.00712822
3986.14	-0.08349	-0.0737583	-0.111818	-0.0928142	-0.116965	-0.0959141	0.0782444	0.0760313	0.0332187	0.0630567	0.0759836	-0.0129328	0.00770187	-0.110412	-0.104623	-0.114721	-0.115427	-0.113648	-0.121195	-0.121912	-0.10738	-0.117365	-0.103919	-0.101404	-0.0988239	-0.109694	-0.106141	-0.0761859	-0.0795559	-0.0862719	-0.0929557	-0.0944002	-0.0787427	0.0393852	0.0386057	-0.00568969	0.0484375	0.0816922	-0.00769499	-0.0448515	-0.0164492	0.023228	-0.012472	-0.0264085	-0.0116853	-0.018713	-0.0200133	-0.0536693	-0.137758	-0.0665167	-0.0703117	-0.0412218	-0.0853444	-0.0288113	-0.0399089	-0.0359313	-0.0259352	0.0364983	-0.0512379	-0.0346733	-0.0256638	0.00735938
3984.21	-0.0839524	-0.0739568	-0.112267	-0.0931446	-0.117173	-0.0962967	0.0777753	0.0756098	0.0326299	0.0622273	0.0752856	-0.0135284	0.00723245	-0.110383	-0.10448	-0.11477	-0.1155	-0.113399	-0.120937	-0.121929	-0.107219	-0.117049	-0.103771	-0.101089	-0.0986272	-0.109766	-0.106213	-0.0762767	-0.0796257	-0.0864128	-0.0928188	-0.0941326	-0.0789572	0.0385488	0.037694	-0.00601388	0.047952	0.0813048	-0.0078149	-0.0451174	-0.0171849	0.022633	-0.0128583	-0.0268629	-0.0119729	-0.0194251	-0.0207227	-0.0539516	-0.137486	-0.0669547	-0.0707151	-0.0413632	-0.0855904	-0.0288199	-0.0406777	-0.0362527	-0.025636	0.0368533	-0.0508795	-0.0345563	-0.0251404	0.00696388
3982.28	-0.0833571	-0.0738599	-0.111698	-0.0929132	-0.117126	-0.0961194	0.077871	0.0753882	0.0318052	0.0619923	0.0748714	-0.0137311	0.00687184	-0.110803	-0.105042	-0.115639	-0.115675	-0.113619	-0.121559	-0.122121	-0.107591	-0.117492	-0.104038	-0.100746	-0.0986001	-0.109847	-0.106253	-0.0759443	-0.0795626	-0.0858892	-0.0929019	-0.0941651	-0.0790487	0.0383012	0.0372039	-0.00616607	0.0478404	0.0807991	-0.00811946	-0.0456078	-0.0174121	0.0219951	-0.0131244	-0.0272604	-0.012403	-0.0198595	-0.0206018	-0.0543323	-0.136772	-0.0664333	-0.0704263	-0.040681	-0.0855001	-0.0277133	-0.0402074	-0.0354437	-0.0244835	0.0373436	-0.0500097	-0.0339714	-0.0244281	0.00786163
