3999.64	-0.0154003	0.013966	-0.0103789	0.032837	0.0503946	0.0418894	0.0793853	0.0330392	0.0335783	0.0582187	-0.057252	0.152756	0.0336631	0.0755702	0.0853361	0.0266551	0.0696564	0.0827546	0.0756372	0.0795978	0.07485	0.0177587	0.00962705	0.100469	0.0408758	0.0877894	0.0982374	0.101724	0.0283415	0.0978363	0.103262	0.107599	0.0656533	0.0716427	0.0230339	0.0703032	0.0741272	0.060135	0.113183	0.0289058	0.106395	-0.00384773	-0.0288809	0.0434114	-0.0100975	0.00373571	0.00721055	0.0656049	0.0932228	0.091216	0.101392	0.113577	0.113059	0.105859	0.0929242	0.103658	0.0766449	0.0948787	0.0621849	0.118653	0.255258	0.0500787	0.0711903	0.0519774	0.110295	0.0876203	0.0541568	0.0422981	0.0830668	0.048891	0.0993191	0.113805	0.117197	-0.00107133	0.0818892	0.114892	0.0699169	0.0727496	0.0629049	0.114214	0.0557215	0.0857046	0.0735723	0.116924	0.105449	0.0834743	0.0961997	0.110219	0.118193	0.124056	0.0882328	0.0905167	0.0863335	0.138344	0.123879	0.107478	0.123054	0.0523026	0.0662784
3997.71	-0.0158476	0.0133343	-0.0107454	0.0327786	0.0505013	0.0416491	0.0795256	0.0324848	0.0332623	0.0578339	-0.0572426	0.152559	0.0334442	0.0755267	0.0851321	0.0269063	0.0696722	0.0823944	0.0755756	0.0790409	0.074711	0.0171799	0.00954586	0.100002	0.0408698	0.0877659	0.0980016	0.101171	0.0282251	0.0979436	0.103048	0.108088	0.0651329	0.0710008	0.0229438	0.070091	0.0740347	0.060066	0.11258	0.0285451	0.106081	-0.00401203	-0.0290698	0.0431328	-0.010481	0.0036371	0.00694567	0.0654933	0.0930618	0.0910426	0.10119	0.113635	0.11324	0.105593	0.0925134	0.103295	0.0764372	0.0945664	0.0621132	0.118908	0.255241	0.0502813	0.0713138	0.0519294	0.11048	0.0871834	0.054711	0.0422871	0.0830028	0.0487031	0.0994259	0.113712	0.117331	-0.00132932	0.0816563	0.11505	0.0693786	0.0729494	0.0629357	0.113894	0.0557904	0.0855059	0.0732641	0.116684	0.105034	0.0835758	0.0958805	0.110181	0.117775	0.124264	0.0880077	0.0900941	0.0863974	0.138619	0.124008	0.10726	0.122865	0.0521215	0.0662905
3995.78	-0.0158589	0.0132819	-0.0106927	0.032807	0.0504265	0.0415002	0.0796639	0.0321811	0.0330262	0.0578003	-0.0570081	0.151831	0.0333287	0.075634	0.0847137	0.0272881	0.0697561	0.0825631	0.0756104	0.0791787	0.0750581	0.0169786	0.00947209	0.0995937	0.0411623	0.0877297	0.0975399	0.100677	0.0279289	0.0983684	0.103151	0.108351	0.0648192	0.07136	0.0233494	0.0701185	0.0739173	0.0602255	0.112571	0.0283176	0.10597	-0.00368716	-0.0289675	0.0433374	-0.0101395	0.00339102	0.00709542	0.0656728	0.0924499	0.0909477	0.100892	0.113432	0.113205	0.105095	0.0921089	0.1031	0.0761435	0.0948001	0.0618309	0.118733	0.255435	0.0495231	0.0711833	0.0513789	0.11027	0.0863512	0.0545104	0.0421426	0.0829605	0.0485968	0.0987348	0.113435	0.116979	-0.00194099	0.0810877	0.115005	0.0689897	0.0727352	0.0629621	0.114088	0.0556543	0.0854125	0.0729978	0.116831	0.104834	0.0837161	0.0958633	0.10985	0.118109	0.124287	0.0877509	0.0900365	0.0864186	0.138161	0.123301	0.10728	0.122823	0.0523862	0.0661213
3993.85	-0.0156007	0.0136233	-0.0105603	0.0324221	0.0501435	0.0416122	0.0801251	0.032194	0.0328404	0.057717	-0.0572581	0.151155	0.0333974	0.075378	0.0845008	0.0275953	0.0697124	0.0830423	0.0755264	0.0791367	0.0748285	0.0175251	0.0088377	0.0996386	0.0412148	0.0875253	0.0974972	0.10037	0.0273935	0.0984011	0.10348	0.108334	0.0645877	0.0718068	0.0236662	0.0703173	0.073446	0.0600892	0.112739	0.0280747	0.10607	-0.00355464	-0.0291026	0.0433691	-0.0101353	0.00311891	0.0074284	0.065958	0.0920942	0.0907376	0.100453	0.113171	0.112758	0.104936	0.0920934	0.10286	0.0757036	0.0948537	0.0614446	0.118139	0.255126	0.0493248	0.0704585	0.0508416	0.109939	0.0861148	0.053986	0.0420521	0.0826227	0.0483515	0.0983793	0.113145	0.116729	-0.00206856	0.0810394	0.114772	0.0688012	0.0723538	0.0625593	0.114192	0.0555751	0.0853918	0.0727537	0.11673	0.104638	0.0835188	0.0956782	0.109275	0.118789	0.123742	0.087694	0.0901166	0.0862331	0.137898	0.123094	0.107639	0.12282	0.0523057	0.0659651
3991.93	-0.0154381	0.0133703	-0.0108113	0.0319964	0.0501629	0.0417285	0.0803011	0.0319381	0.0327668	0.0574017	-0.0576782	0.150835	0.0332864	0.0748626	0.0845848	0.0278506	0.069781	0.0831539	0.0757028	0.0789504	0.0744426	0.017571	0.00857679	0.0995072	0.0410884	0.0870652	0.09764	0.100296	0.0268969	0.0984299	0.103178	0.107898	0.0641243	0.0719413	0.0238408	0.0703606	0.0729443	0.059801	0.112741	0.0278119	0.106179	-0.00360726	-0.0293777	0.0432162	-0.0105023	0.00317034	0.00748415	0.0657393	0.09176	0.0899275	0.0999875	0.112286	0.112348	0.104398	0.0917659	0.102016	0.0748319	0.0944673	0.060934	0.117438	0.254158	0.0490364	0.0694518	0.0502226	0.10959	0.0857877	0.0534613	0.0414502	0.0822428	0.0478148	0.0979863	0.112633	0.116228	-0.00238064	0.0807156	0.114013	0.0686505	0.0719585	0.0623227	0.114021	0.0551261	0.0852639	0.0726952	0.116247	0.104516	0.0830457	0.0953703	0.10869	0.118841	0.123694	0.0875797	0.0896454	0.0860895	0.137916	0.122971	0.107474	0.122443	0.0519052	0.0659176
3990	-0.0154262	0.0133074	-0.011453	0.0320584	0.0501115	0.0417886	0.0796815	0.0319652	0.0325151	0.0571098	-0.0575736	0.150756	0.0329197	0.0743994	0.0847459	0.0282669	0.0702209	0.0830262	0.0761426	0.0792621	0.0749233	0.0170699	0.00879536	0.0992773	0.0410041	0.0869174	0.0976456	0.0999512	0.0270617	0.098487	0.102826	0.107687	0.0638767	0.0719144	0.0243248	0.0701183	0.0732158	0.0597778	0.112612	0.0275899	0.105965	-0.00383035	-0.0294722	0.0428876	-0.0104658	0.00329199	0.00745038	0.0653582	0.0917911	0.0900872	0.100126	0.111919	0.112286	0.104062	0.0919545	0.101778	0.0747574	0.0944147	0.0608957	0.117524	0.253439	0.0488174	0.0692971	0.0499055	0.109652	0.0857477	0.0532115	0.0411044	0.0823606	0.047877	0.0978949	0.112785	0.11625	-0.00233107	0.0805318	0.11389	0.0686901	0.0717395	0.0619146	0.113743	0.0544734	0.0843126	0.0724056	0.115742	0.103952	0.0828426	0.0952884	0.108173	0.117989	0.123404	0.0867946	0.0890308	0.0852196	0.137563	0.122021	0.106859	0.121602	0.0512272	0.0654759
3988.07	-0.0159896	0.0127934	-0.0120327	0.0314086	0.0495387	0.0411858	0.0787776	0.0314691	0.0318917	0.0568017	-0.0577979	0.150348	0.0323104	0.0739639	0.0848103	0.0282053	0.069905	0.0828749	0.0759923	0.0792491	0.0745214	0.016775	0.00802253	0.0992584	0.0406677	0.086685	0.0975482	0.0991947	0.0269569	0.0983324	0.102932	0.107276	0.0635931	0.0713935	0.024149	0.070055	0.0729366	0.0595642	0.112563	0.0271633	0.105041	-0.00445517	-0.0296253	0.0425736	-0.0107962	0.00260668	0.00701543	0.0650257	0.0914916	0.0900232	0.0995937	0.111703	0.112146	0.103926	0.0915448	0.102232	0.0746398	0.0942324	0.060797	0.117623	0.253039	0.0483274	0.0692576	0.0494732	0.10892	0.0856443	0.0526718	0.0409755	0.0818736	0.0474892	0.0976397	0.112585	0.116562	-0.00215838	0.0805994	0.113899	0.0681314	0.0714277	0.0613647	0.113937	0.0545375	0.0838117	0.0722855	0.11604	0.103862	0.0823922	0.0954323	0.108339	0.117309	0.122986	0.0866901	0.0890005	0.0847845	0.13695	0.122037	0.106553	0.121688	0.0503923	0.0649591
3986.14	-0.0163356	0.0126327	-0.0120776	0.0307639	0.0494467	0.0408399	0.0787354	0.0311902	0.0316895	0.0564505	-0.0581588	0.149893	0.0324042	0.0739511	0.0846832	0.0286109	0.0699147	0.0827457	0.0760162	0.0796407	0.0737612	0.017028	0.00765254	0.0995063	0.0405286	0.0865259	0.0979019	0.09938	0.0269365	0.0984388	0.103215	0.107248	0.0635455	0.0712796	0.0238659	0.0703242	0.0727414	0.0594066	0.112624	0.0270564	0.105218	-0.00456446	-0.0296288	0.0423982	-0.0113724	0.0024613	0.00668865	0.0651285	0.0914023	0.0897173	0.0993863	0.111521	0.112362	0.10384	0.0910798	0.102204	0.0740118	0.0941011	0.0606233	0.117803	0.253618	0.0481607	0.0692229	0.0491316	0.107972	0.0855804	0.0525321	0.0404933	0.0815669	0.0472167	0.0975613	0.112938	0.116565	-0.00203816	0.080333	0.114173	0.0676788	0.0712904	0.0615132	0.114441	0.0546391	0.0842969	0.0722137	0.116353	0.103958	0.0821946	0.0951204	0.108656	0.117606	0.122937	0.0870021	0.0894004	0.084897	0.137039	0.122435	0.106752	0.122337	0.0502943	0.0648198
3984.21	-0.0161669	0.0130625	-0.0118668	0.0309686	0.0493574	0.040832	0.0790275	0.0313972	0.0319618	0.056434	-0.0581155	0.149909	0.0325733	0.074342	0.0844604	0.0293976	0.0705945	0.0829013	0.0762312	0.0797194	0.0742848	0.016966	0.00812775	0.0995439	0.0403045	0.0863825	0.0984227	0.100009	0.0267289	0.0984603	0.103346	0.107253	0.0635043	0.0715773	0.0240747	0.0703763	0.0731898	0.059355	0.112185	0.027226	0.105496	-0.00443726	-0.0300006	0.0423465	-0.0110752	0.00240709	0.00679789	0.065189	0.0914519	0.0898705	0.0995274	0.111694	0.112482	0.103701	0.0911256	0.102151	0.0738847	0.0941586	0.0607798	0.117954	0.254362	0.0481759	0.069426	0.0492406	0.108008	0.0857937	0.052502	0.0400248	0.0817797	0.0470041	0.0976165	0.113451	0.116701	-0.00219692	0.0802866	0.114559	0.0679216	0.0709181	0.0613935	0.114437	0.054281	0.0842187	0.0716981	0.116181	0.103403	0.0819901	0.094617	0.108402	0.117702	0.122758	0.0866283	0.0894482	0.0846258	0.137242	0.122399	0.106695	0.122284	0.0501352	0.0645173
3982.28	-0.0165231	0.0132781	-0.0121838	0.0307317	0.0488643	0.0406659	0.0786727	0.0310599	0.0314048	0.0563398	-0.0583788	0.149832	0.0320223	0.073659	0.0843774	0.0292852	0.070705	0.082837	0.0764566	0.0788546	0.0745897	0.0163097	0.00808322	0.0989406	0.0397479	0.0859661	0.0982868	0.0997027	0.0265615	0.0985593	0.10313	0.106977	0.0629591	0.0713362	0.0240585	0.0701731	0.0731507	0.0590792	0.111754	0.026504	0.10518	-0.00488871	-0.0306133	0.0420516	-0.0113075	0.00202942	0.00664952	0.0649501	0.0907056	0.0895649	0.0989845	0.111739	0.112181	0.10326	0.0911292	0.101706	0.0737611	0.0937514	0.0607719	0.117717	0.253773	0.0480853	0.0690952	0.048885	0.107893	0.0852999	0.0521425	0.03974	0.0815182	0.0468634	0.0975217	0.113349	0.116859	-0.00254346	0.0802285	0.113849	0.068329	0.0706903	0.0608439	0.114731	0.0539167	0.0840824	0.07129	0.115811	0.103048	0.0817243	0.0942374	0.108084	0.117721	0.122462	0.0862406	0.0891182	0.0846408	0.136897	0.122157	0.106465	0.121965	0.0499967	0.0644195
