3999.64	-0.125329	-0.0394403	-0.0633303	-0.129778	-0.129283	-0.120008	-0.0807267	-0.123784	-0.108166	-0.0532087	-0.0910921	-0.102931	-0.104816	-0.095819	-0.118672	-0.130697	-0.0183924	-0.0514737	-0.0387385	-0.0174228	-0.0380018	-0.104211	0.0236477	-0.0453235	-0.0436005	-0.106313	-0.0344903	-0.0852607	-0.104065	-0.113466	-0.0517244	-0.0950916	0.0178889	-0.0882023	-0.0694805	-0.0894408	-0.0929102	-0.103708	0.046983	-0.0918646	0.0479667	-0.084656	0.0288089	-0.0184971	-0.117344	-0.0671327	-0.0952107	-0.0983803	-0.0858446	-0.113011	-0.111555	0.0472856	-0.112973	-0.0816786	-0.0745343
3997.71	-0.124859	-0.0394565	-0.0633472	-0.129696	-0.128953	-0.119817	-0.0804902	-0.123647	-0.107871	-0.0527823	-0.0913173	-0.102805	-0.104612	-0.0955892	-0.118805	-0.130732	-0.0183337	-0.0510053	-0.0386722	-0.0174054	-0.0379406	-0.104169	0.0239901	-0.044856	-0.0432718	-0.106174	-0.034352	-0.0852327	-0.103789	-0.11324	-0.0518591	-0.0952286	0.017223	-0.0885941	-0.0699898	-0.0894492	-0.0933143	-0.103698	0.0466453	-0.0915365	0.0476703	-0.0846619	0.0288825	-0.0189376	-0.117572	-0.067263	-0.0960707	-0.0986769	-0.085819	-0.11313	-0.111419	0.0475878	-0.113153	-0.0816053	-0.075017
3995.78	-0.124804	-0.0397518	-0.0636735	-0.129665	-0.129203	-0.119418	-0.0808422	-0.123839	-0.108158	-0.0527751	-0.0916101	-0.10289	-0.104382	-0.0956876	-0.118972	-0.130703	-0.0183278	-0.051174	-0.0387464	-0.0175276	-0.038217	-0.104402	0.0241132	-0.044587	-0.0433904	-0.106387	-0.0346062	-0.0855629	-0.10375	-0.113572	-0.0516317	-0.0948827	0.0169953	-0.0880954	-0.0698586	-0.0890918	-0.0930222	-0.103404	0.0464797	-0.0906083	0.0479654	-0.0844256	0.0291457	-0.0186488	-0.117035	-0.0668514	-0.0961016	-0.0982944	-0.0858949	-0.112918	-0.111555	0.0480467	-0.112602	-0.0811567	-0.0746194
3993.85	-0.124954	-0.0395308	-0.0635207	-0.129596	-0.128949	-0.119199	-0.0808485	-0.124036	-0.107986	-0.0532724	-0.0911031	-0.102582	-0.104171	-0.095594	-0.118697	-0.130502	-0.0178464	-0.0511708	-0.0382082	-0.0171922	-0.037878	-0.104027	0.0243505	-0.0444769	-0.0435622	-0.106313	-0.0346761	-0.0854701	-0.103607	-0.113378	-0.0511586	-0.0944684	0.0175367	-0.0876351	-0.0690622	-0.0887792	-0.0925539	-0.102915	0.0462797	-0.0899695	0.0486573	-0.0841576	0.0291047	-0.0182855	-0.116485	-0.0662862	-0.0957385	-0.0976899	-0.0857185	-0.112529	-0.111832	0.0484286	-0.111975	-0.08132	-0.0740645
3991.93	-0.124873	-0.0392084	-0.0629847	-0.129394	-0.128363	-0.118933	-0.0804063	-0.123744	-0.107588	-0.0535474	-0.0904557	-0.102226	-0.10372	-0.095387	-0.118044	-0.129957	-0.0175929	-0.0507755	-0.0374857	-0.0169618	-0.037156	-0.103325	0.0247102	-0.0445507	-0.0432789	-0.105991	-0.0345773	-0.0851298	-0.102875	-0.112575	-0.0513376	-0.0942444	0.0178968	-0.0875888	-0.0688909	-0.0888875	-0.0922887	-0.102623	0.046239	-0.0900419	0.0490613	-0.0838196	0.0286578	-0.0185439	-0.116593	-0.0661154	-0.0955793	-0.0979133	-0.0854095	-0.112802	-0.111742	0.048365	-0.111868	-0.0817589	-0.0739719
3990	-0.125171	-0.0393003	-0.0628949	-0.129244	-0.128266	-0.11891	-0.0803765	-0.123416	-0.107741	-0.0537633	-0.0903379	-0.102414	-0.103895	-0.0956062	-0.117929	-0.129737	-0.0175352	-0.0505552	-0.0371446	-0.0170634	-0.037135	-0.103339	0.0249431	-0.0452031	-0.0431146	-0.106128	-0.0344776	-0.0851601	-0.102822	-0.112348	-0.0513917	-0.0942575	0.0174981	-0.0876112	-0.0693663	-0.0892564	-0.0921545	-0.102971	0.0464412	-0.0903682	0.0486897	-0.0838104	0.0285582	-0.0189219	-0.1167	-0.0663411	-0.0955429	-0.0980857	-0.0854971	-0.112765	-0.111813	0.0482411	-0.112242	-0.0818319	-0.0743695
3988.07	-0.125816	-0.0402112	-0.0640125	-0.130054	-0.129317	-0.119729	-0.0812867	-0.123868	-0.108666	-0.0540955	-0.0910492	-0.103469	-0.105034	-0.0963187	-0.118958	-0.130684	-0.0183087	-0.0511569	-0.0376585	-0.0178762	-0.0382627	-0.104535	0.0238338	-0.0457049	-0.0439419	-0.106807	-0.0351633	-0.085929	-0.103796	-0.113539	-0.0507036	-0.0936785	0.0179802	-0.0871915	-0.0691016	-0.0890649	-0.0914527	-0.102685	0.046342	-0.0899709	0.04895	-0.0835472	0.0290476	-0.0185754	-0.116448	-0.0660557	-0.0949945	-0.0975481	-0.0849243	-0.111887	-0.111625	0.0490557	-0.111714	-0.0813628	-0.0742333
3986.14	-0.12535	-0.0402818	-0.0640822	-0.130208	-0.129475	-0.119991	-0.0813244	-0.123941	-0.108736	-0.0539942	-0.0911423	-0.103625	-0.105129	-0.0965047	-0.119533	-0.13081	-0.0186385	-0.0512657	-0.037529	-0.017996	-0.0386408	-0.104818	0.0233544	-0.0453949	-0.0441321	-0.106638	-0.035504	-0.0862016	-0.104091	-0.113727	-0.0509797	-0.093436	0.01803	-0.0873189	-0.0688898	-0.0892082	-0.0911158	-0.102566	0.0456463	-0.0900802	0.048905	-0.0839143	0.0288477	-0.0188329	-0.116715	-0.0666782	-0.0951876	-0.0978554	-0.0850042	-0.11202	-0.11152	0.048711	-0.111401	-0.0814967	-0.0737729
3984.21	-0.125223	-0.0402855	-0.0639704	-0.129999	-0.129154	-0.120163	-0.0810768	-0.123962	-0.108749	-0.0542511	-0.0911035	-0.103562	-0.104825	-0.0966208	-0.119962	-0.130554	-0.0188942	-0.0512386	-0.0370457	-0.0179937	-0.0385494	-0.10491	0.0237448	-0.0455902	-0.0443223	-0.106664	-0.0352355	-0.0863531	-0.104122	-0.113206	-0.0516932	-0.0936625	0.0179685	-0.0874529	-0.0691079	-0.0890514	-0.0913492	-0.102621	0.0458966	-0.0899484	0.0489182	-0.0841262	0.0284741	-0.0190828	-0.116844	-0.0671867	-0.0952892	-0.0981669	-0.0855706	-0.112196	-0.111545	0.0483523	-0.111826	-0.0817949	-0.0736704
3982.28	-0.125827	-0.0403611	-0.0644249	-0.130358	-0.129293	-0.120086	-0.0813778	-0.124424	-0.109061	-0.0548027	-0.0916078	-0.103818	-0.105386	-0.0967543	-0.120428	-0.130821	-0.0186253	-0.0513258	-0.0370744	-0.0179563	-0.0388375	-0.105218	0.0235208	-0.0460297	-0.0445278	-0.107244	-0.0351244	-0.086783	-0.10404	-0.113261	-0.0523293	-0.0942801	0.0176623	-0.0877337	-0.0694923	-0.0891408	-0.091945	-0.102552	0.0457015	-0.0899519	0.0488189	-0.0842719	0.0283435	-0.0194068	-0.11691	-0.0674559	-0.0951399	-0.098176	-0.0858762	-0.112314	-0.111919	0.0481491	-0.112489	-0.0819015	-0.0741669
