3999.64	0.0162429	-0.0267388	0.213244	0.027302	0.00373662	-0.07355	-0.0583755	-0.081055	-0.0565476	-0.0866084	-0.0991093	-0.0107142	-0.0459596	-0.0424732	0.102824	0.209573	0.237833	0.0941639	0.126508	0.149495	0.220758	0.113585
3997.71	0.0163616	-0.0266033	0.213981	0.0278818	0.00438633	-0.0731205	-0.0578237	-0.0807577	-0.0556946	-0.0861839	-0.0988162	-0.0104317	-0.0455592	-0.0425388	0.103052	0.208663	0.238341	0.0944635	0.126312	0.1497	0.220369	0.113586
3995.78	0.0169453	-0.0262871	0.214086	0.0292719	0.00492443	-0.0728008	-0.0576253	-0.0806008	-0.0555023	-0.0860738	-0.0987656	-0.010449	-0.0454481	-0.0425375	0.104496	0.20939	0.240152	0.0957952	0.12705	0.150736	0.221501	0.113553
3993.85	0.0171351	-0.0261084	0.214299	0.0295021	0.00529479	-0.0729121	-0.0579644	-0.081024	-0.0559549	-0.0860381	-0.0985265	-0.0107138	-0.0455641	-0.0422374	0.105336	0.209823	0.241111	0.096162	0.127453	0.15129	0.222122	0.113654
3991.93	0.0165076	-0.026344	0.213862	0.0287214	0.00519546	-0.073149	-0.0585404	-0.0812924	-0.0563473	-0.0861223	-0.0983319	-0.0114213	-0.0457598	-0.042422	0.105045	0.209442	0.240977	0.0959603	0.126923	0.151215	0.222352	0.112971
3990	0.0153281	-0.0266614	0.212974	0.0276549	0.00431973	-0.0735269	-0.0587004	-0.0809371	-0.0565919	-0.0862183	-0.0984884	-0.0115253	-0.0459594	-0.042333	0.103939	0.208961	0.240171	0.0951999	0.126085	0.150332	0.221262	0.112164
3988.07	0.0152128	-0.0272534	0.21293	0.0271594	0.00402148	-0.0735318	-0.0586409	-0.080937	-0.0568239	-0.0863387	-0.0989332	-0.0112699	-0.0457701	-0.0427661	0.103558	0.208341	0.239894	0.0947393	0.126115	0.149385	0.219913	0.111888
3986.14	0.0153975	-0.0281261	0.212773	0.0279873	0.00375316	-0.0731389	-0.0582716	-0.0812058	-0.0565615	-0.0859959	-0.0993369	-0.0109514	-0.0456351	-0.0424436	0.10358	0.208085	0.239372	0.0947226	0.126258	0.149139	0.219454	0.112682
3984.21	0.0146052	-0.0285469	0.212518	0.0275536	0.00340605	-0.0736802	-0.0584202	-0.0814246	-0.0566104	-0.0862055	-0.0991642	-0.0107898	-0.0461692	-0.0418838	0.103223	0.208386	0.239404	0.0949776	0.126708	0.149831	0.219244	0.112741
3982.28	0.0140241	-0.0279871	0.212528	0.0266634	0.00298558	-0.0735148	-0.0583898	-0.0810204	-0.056542	-0.0863057	-0.0981624	-0.0109483	-0.0463218	-0.0414559	0.103324	0.208796	0.239954	0.0947069	0.126097	0.149589	0.218791	0.112496
3980.36	0.0143835	-0.0275804	0.213237	0.0270706	0.00404847	-0.0721042	-0.0575629	-0.0800783	-0.0558012	-0.0858032	-0.0973886	-0.0110367	-0.0458202	-0.0410364	0.104255	0.209007	0.240044	0.095145	0.125583	0.149719	0.219144	0.113388
3978.43	0.0151654	-0.027208	0.214206	0.0274358	0.0050771	-0.0719961	-0.0574492	-0.0795388	-0.0559505	-0.0857894	-0.0976412	-0.0108685	-0.0459627	-0.0409354	0.104229	0.209917	0.239946	0.0956641	0.126403	0.150209	0.22036	0.114235
3976.5	0.0151988	-0.0272321	0.2141	0.0275928	0.00460829	-0.0729214	-0.0580144	-0.0800626	-0.0566583	-0.0857787	-0.0984072	-0.0109085	-0.0460819	-0.0407715	0.104086	0.209924	0.240683	0.0961951	0.126596	0.149939	0.220298	0.114739
3974.57	0.0144005	-0.0281454	0.213886	0.0268538	0.00387146	-0.0735295	-0.0584215	-0.0808337	-0.0571437	-0.0858631	-0.0989513	-0.0116649	-0.0462909	-0.0414426	0.104474	0.209328	0.240393	0.0955089	0.126506	0.149812	0.219142	0.114655
3972.64	0.0143077	-0.0282678	0.213918	0.0266733	0.00401326	-0.0731562	-0.0583661	-0.0809288	-0.0571593	-0.0860363	-0.0984146	-0.0116304	-0.0467477	-0.0420805	0.104775	0.209001	0.240458	0.095475	0.126672	0.150438	0.218972	0.114248
3970.71	0.0140971	-0.0283616	0.213301	0.0269254	0.00370791	-0.072747	-0.0583486	-0.0807251	-0.05701	-0.0862996	-0.0980959	-0.0115939	-0.046757	-0.0422526	0.104744	0.208619	0.240228	0.0951383	0.126286	0.150138	0.218754	0.113606
3968.78	0.0141999	-0.0290317	0.212762	0.0278869	0.0038883	-0.0725035	-0.057937	-0.0803229	-0.0566915	-0.0861138	-0.0982269	-0.0120629	-0.0465567	-0.0421019	0.104547	0.209163	0.239586	0.0945772	0.126203	0.150173	0.218183	0.113317
3966.86	0.0143893	-0.0293428	0.212294	0.0280172	0.00474096	-0.0724795	-0.0576639	-0.079977	-0.0562637	-0.0856956	-0.0981276	-0.0119046	-0.046081	-0.0419484	0.104608	0.209445	0.240166	0.0951181	0.126432	0.150501	0.218688	0.113692
3964.93	0.013926	-0.0296728	0.212413	0.0273891	0.00443202	-0.0728904	-0.0578821	-0.0805335	-0.0570343	-0.0862273	-0.0979479	-0.0120412	-0.0467626	-0.0425083	0.104523	0.208951	0.240112	0.0954407	0.12684	0.150014	0.218674	0.11451
3963	0.0129812	-0.0303544	0.213216	0.026482	0.00340394	-0.0733996	-0.0580934	-0.0803906	-0.0577619	-0.0864619	-0.0982748	-0.0121584	-0.0473601	-0.0427636	0.104318	0.209705	0.239653	0.0956732	0.12758	0.149888	0.21837	0.115214
3961.07	0.0122552	-0.0307374	0.213057	0.0262558	0.00327165	-0.0736487	-0.058042	-0.0798691	-0.0575173	-0.0862291	-0.0989499	-0.0119034	-0.0473127	-0.0425106	0.104499	0.209517	0.240488	0.095942	0.127595	0.150059	0.218271	0.115066
3959.14	0.0131692	-0.0304287	0.214013	0.0269431	0.00382883	-0.0727774	-0.0575547	-0.079883	-0.0566542	-0.0858344	-0.0986576	-0.0111023	-0.0471505	-0.0422618	0.105332	0.209436	0.242242	0.0965517	0.1269	0.150985	0.218319	0.114785
3957.21	0.0134341	-0.0302238	0.21414	0.0268352	0.00414989	-0.0725548	-0.0574464	-0.0799056	-0.0565789	-0.0858645	-0.0983254	-0.0110448	-0.047519	-0.0421597	0.105721	0.208978	0.241864	0.0964677	0.126699	0.151238	0.218869	0.114334
3955.29	0.0128319	-0.0300897	0.213341	0.0264888	0.00451193	-0.0729068	-0.0586056	-0.0803136	-0.0572929	-0.086884	-0.0986896	-0.0120411	-0.0477915	-0.0420269	0.105119	0.208381	0.240727	0.0958423	0.126907	0.151077	0.218895	0.11436
3953.36	0.0123999	-0.0304364	0.213144	0.0263316	0.00445244	-0.0729529	-0.0589208	-0.0805862	-0.0579863	-0.0871285	-0.0988534	-0.0123777	-0.0478584	-0.0419035	0.104581	0.209003	0.240172	0.0954364	0.126767	0.15161	0.218043	0.114485
3951.43	0.0122121	-0.0315609	0.213077	0.0263775	0.00334668	-0.0732285	-0.0580605	-0.0802397	-0.0580362	-0.0866256	-0.0988936	-0.0121146	-0.0480789	-0.0420312	0.104281	0.209131	0.240066	0.0952101	0.126635	0.151833	0.217401	0.114392
