3999.64	-0.0866507	-0.109347	-0.0868182	-0.0878975	-0.129264	-0.133271	-0.149826	-0.159938	-0.121396	-0.0515837	-0.039365	-0.0575909	-0.0617453	-0.0384792	-0.0746844	-0.0199612	-0.068087	-0.0202711	-0.020473	-0.0564806	0.0180547	0.0452503	0.0140277	0.127311	0.120813	0.143659	0.106306	0.116051	0.114263	0.0772118	0.0949998	0.0860948	-0.0797573	-0.109336	0.0802009	0.119888	0.107859	0.108673	0.081435	0.00559371	0.0997912	0.101619	0.0672809	0.0664779	-7.22262e-05	0.136311	0.0243978	0.16332	0.0927866	0.146746	0.0813839	0.00378448	0.0844345	0.0174549	0.128797	0.0835406	0.0306342	0.0578752	0.0268211	0.0249855	0.037909	0.0215444	0.0731847	0.0832304	0.0598706	0.0287447	0.0711404	0.0901321	0.108623	0.0725553	0.0409006	-0.0427404	-0.0243419	-0.0525507	-0.0559211	-0.0591992	-0.0587635	-0.0470182	-0.0521724	-0.0495883	-0.0400668	-0.0267793	-0.0533951
3997.71	-0.086612	-0.109773	-0.086898	-0.0876092	-0.129193	-0.133194	-0.149785	-0.159896	-0.121596	-0.0521543	-0.0396497	-0.0578927	-0.0613159	-0.0391195	-0.075562	-0.0201706	-0.0685747	-0.0200979	-0.0206569	-0.0567611	0.0176605	0.0449213	0.013789	0.127637	0.121129	0.143352	0.105909	0.116389	0.113916	0.0772428	0.095464	0.0862945	-0.0799238	-0.108931	0.0795291	0.119596	0.108063	0.108866	0.0814133	0.00554732	0.0994947	0.101778	0.067969	0.06658	-0.000456778	0.136393	0.0245657	0.163531	0.092722	0.146773	0.0812757	0.00393792	0.0845149	0.0173413	0.128653	0.0839553	0.030476	0.0586166	0.0255857	0.0242928	0.0377573	0.0216553	0.0721443	0.0839182	0.0598283	0.0290257	0.0712248	0.0901351	0.108658	0.0725612	0.0405093	-0.0429968	-0.0246682	-0.0527648	-0.0566021	-0.059268	-0.0593556	-0.0476364	-0.0524883	-0.0495848	-0.0400839	-0.02665	-0.0536573
3995.78	-0.0869598	-0.110428	-0.0871489	-0.0877573	-0.129903	-0.133328	-0.150471	-0.160504	-0.122089	-0.052714	-0.0405003	-0.0589125	-0.0619951	-0.0401824	-0.0768391	-0.0214511	-0.0693257	-0.0212906	-0.0216161	-0.057947	0.0166144	0.0431279	0.0127382	0.127629	0.12093	0.143207	0.10558	0.117018	0.113451	0.0767896	0.0952549	0.0867455	-0.0802516	-0.108842	0.0799672	0.119663	0.108483	0.109223	0.0820041	0.00601614	0.099227	0.102035	0.0682123	0.0668372	-0.00061986	0.13647	0.0245721	0.163529	0.0928995	0.146656	0.0814315	0.00405443	0.0846763	0.0172501	0.12902	0.0846782	0.0302221	0.0589635	0.0255944	0.0245347	0.0377234	0.0215192	0.0716812	0.0839449	0.0605134	0.029299	0.0703679	0.0900993	0.108568	0.0726536	0.0404744	-0.0425996	-0.0242923	-0.052427	-0.0560724	-0.058992	-0.0590653	-0.0472857	-0.0518348	-0.0493914	-0.0393889	-0.026261	-0.0528427
3993.85	-0.0868008	-0.110319	-0.0871622	-0.0880234	-0.130025	-0.133398	-0.150702	-0.160468	-0.12234	-0.0534454	-0.0412078	-0.0594649	-0.0631086	-0.0407156	-0.0776049	-0.0224431	-0.0696747	-0.0224208	-0.0218765	-0.0586838	0.0160353	0.0419783	0.0117292	0.127239	0.120247	0.142823	0.105673	0.116801	0.113425	0.076538	0.0940574	0.0858094	-0.0809308	-0.109687	0.080913	0.120232	0.108451	0.109469	0.0821642	0.00658355	0.0993451	0.102235	0.0680475	0.066726	-0.000536738	0.136436	0.0248538	0.163696	0.0933666	0.145802	0.0816469	0.00413647	0.0846957	0.0168432	0.129311	0.0852561	0.0297344	0.0580798	0.0249167	0.024517	0.0374049	0.0210072	0.0721405	0.0830602	0.0612649	0.0294256	0.0704978	0.0896187	0.108535	0.0721761	0.0404774	-0.0424788	-0.0246878	-0.0522844	-0.0562134	-0.058802	-0.0589457	-0.0472498	-0.0516213	-0.049656	-0.0395763	-0.0263288	-0.0526092
3991.93	-0.0865767	-0.110244	-0.0871301	-0.0880475	-0.129711	-0.133716	-0.150399	-0.160056	-0.122223	-0.0537236	-0.0410252	-0.0593369	-0.0631875	-0.0400557	-0.0772741	-0.0225668	-0.069741	-0.0219223	-0.0217244	-0.0591414	0.0156746	0.0424064	0.011854	0.127417	0.11925	0.142296	0.105606	0.115937	0.112886	0.0758688	0.093403	0.084743	-0.081375	-0.110178	0.0805839	0.120287	0.107706	0.109529	0.0820965	0.00617891	0.099195	0.102402	0.0681384	0.0664504	-0.000968984	0.13643	0.0246185	0.163551	0.0931567	0.144939	0.0811581	0.0038624	0.0846737	0.0160998	0.129309	0.0852645	0.0296151	0.0574572	0.0243262	0.0234536	0.0370302	0.0205646	0.0718593	0.0825845	0.0607025	0.028495	0.0707015	0.0896396	0.108313	0.0721336	0.0399551	-0.0430476	-0.0245905	-0.0523226	-0.056909	-0.058679	-0.0591194	-0.0472449	-0.0518793	-0.0496969	-0.0400889	-0.0264489	-0.0527707
3990	-0.0870871	-0.110454	-0.0874514	-0.0883364	-0.129819	-0.133981	-0.150733	-0.160424	-0.122697	-0.0535329	-0.0412471	-0.0597819	-0.0635955	-0.0404162	-0.0769715	-0.0227915	-0.0696913	-0.0219007	-0.0224711	-0.0593581	0.0153104	0.0425472	0.0116469	0.127413	0.119416	0.142161	0.105736	0.11572	0.112752	0.0752252	0.0936886	0.0848958	-0.0811882	-0.109817	0.0798293	0.119943	0.107442	0.109781	0.0823874	0.00576931	0.0990243	0.102765	0.0682566	0.0662896	-0.0017555	0.136258	0.0243416	0.16278	0.0924484	0.144625	0.0805759	0.00376636	0.084337	0.0154031	0.129251	0.0851131	0.0297107	0.0575655	0.0245032	0.0225959	0.0365415	0.0202628	0.0707039	0.0820795	0.0595916	0.0279275	0.0698095	0.0894685	0.108047	0.0721556	0.0392913	-0.0433724	-0.0244481	-0.0524859	-0.057048	-0.0588633	-0.0590812	-0.0474401	-0.0524137	-0.0495611	-0.0400298	-0.026621	-0.0530781
3988.07	-0.087783	-0.110792	-0.0884588	-0.0887304	-0.13025	-0.133991	-0.151035	-0.160931	-0.123361	-0.0533046	-0.0417006	-0.0602697	-0.0635304	-0.0404856	-0.0770991	-0.0228618	-0.0696778	-0.0221785	-0.0225334	-0.0588648	0.0155781	0.042754	0.0116162	0.127259	0.120206	0.14223	0.106057	0.115912	0.113008	0.0756296	0.0939099	0.0854627	-0.0804502	-0.109183	0.0805887	0.120229	0.108399	0.110374	0.0830579	0.00584766	0.0994017	0.103488	0.0687123	0.0665307	-0.00168458	0.13666	0.025125	0.162886	0.0926183	0.144959	0.0811235	0.00405954	0.0845627	0.0158934	0.129563	0.085393	0.0293237	0.0572116	0.0243423	0.0226456	0.036121	0.0201332	0.0704503	0.0814787	0.0590852	0.0278083	0.0684489	0.0893832	0.107908	0.0715204	0.0386259	-0.043871	-0.0252825	-0.0530589	-0.0569609	-0.0595151	-0.0595778	-0.0479275	-0.0527149	-0.0498198	-0.0402487	-0.0269807	-0.0535329
3986.14	-0.0872596	-0.110701	-0.0885719	-0.088468	-0.130145	-0.133385	-0.150588	-0.160327	-0.123224	-0.0531978	-0.0410366	-0.0598672	-0.0628262	-0.0403306	-0.0769834	-0.0227451	-0.0692287	-0.0221767	-0.0220193	-0.0583233	0.016168	0.0429626	0.0114804	0.126239	0.119425	0.142239	0.105592	0.115607	0.112928	0.0756723	0.0930711	0.0844611	-0.0799451	-0.109126	0.0816461	0.12058	0.108749	0.110767	0.0831729	0.00612501	0.0993095	0.104049	0.0690446	0.0669034	-0.000914332	0.137205	0.0257547	0.163269	0.0930967	0.145377	0.0815945	0.00434533	0.0849476	0.0161848	0.129915	0.0864553	0.028877	0.0568131	0.0241791	0.0227933	0.0358532	0.0195466	0.0705393	0.0815673	0.0591226	0.0272067	0.0677468	0.0891323	0.107796	0.0714091	0.0384307	-0.0439912	-0.0260157	-0.0532803	-0.0568025	-0.0599055	-0.0600292	-0.0483244	-0.052664	-0.0500272	-0.0405806	-0.02727	-0.0539248
3984.21	-0.0866376	-0.110036	-0.0881122	-0.0880033	-0.129568	-0.133084	-0.150356	-0.159848	-0.122689	-0.0527616	-0.0407863	-0.0590197	-0.0625095	-0.0404929	-0.076585	-0.0225796	-0.0684516	-0.0217441	-0.0216371	-0.0578891	0.0167954	0.043284	0.0118537	0.125353	0.118357	0.142231	0.105263	0.115012	0.111877	0.0753541	0.0927803	0.0836152	-0.0808268	-0.109882	0.0821501	0.120242	0.107986	0.111168	0.0831682	0.00625928	0.0991922	0.103932	0.0693523	0.0670249	-0.000877629	0.137166	0.0254477	0.162985	0.0932691	0.145399	0.0817612	0.00423065	0.0850039	0.0154986	0.130037	0.0869305	0.0288527	0.0569469	0.023992	0.0221026	0.036105	0.0188793	0.0705479	0.0817875	0.0587356	0.0271268	0.0681499	0.0887855	0.107463	0.0711547	0.038206	-0.04397	-0.0259027	-0.0533855	-0.0568076	-0.0599422	-0.0603727	-0.0485742	-0.0528521	-0.0503357	-0.0410069	-0.0274706	-0.0538697
3982.28	-0.086706	-0.110104	-0.0882357	-0.0881467	-0.129455	-0.133134	-0.150676	-0.160199	-0.122911	-0.052788	-0.0412438	-0.0588513	-0.0632617	-0.0407922	-0.0767373	-0.0225685	-0.0688319	-0.0218832	-0.0219786	-0.0578586	0.0158505	0.0428343	0.0119917	0.125506	0.11875	0.142388	0.105121	0.115285	0.112143	0.0757992	0.0936727	0.0837237	-0.0815465	-0.11001	0.0821196	0.119819	0.107279	0.111014	0.0829826	0.00607289	0.0992865	0.103381	0.068933	0.0664736	-0.00143766	0.136997	0.024855	0.162492	0.0928585	0.144646	0.0815369	0.00381606	0.0851288	0.0149335	0.129703	0.0864208	0.0288012	0.0569617	0.0239588	0.0216984	0.0357378	0.0188489	0.0699324	0.081203	0.0580859	0.0272794	0.0685852	0.0888928	0.107241	0.0701087	0.0378369	-0.0443374	-0.0257428	-0.0536111	-0.0566904	-0.0601583	-0.06075	-0.0485913	-0.0527941	-0.0500592	-0.0412277	-0.0277296	-0.0539002
