3999.64	0.0251829	-0.0119517	-0.0243216	0.0209085	0.0413214	0.0279951	-3.52532e-05	0.00123264	0.00016421	-0.0298698	0.0347271	0.0243526	0.0151068	-0.0345066	-0.0344956	-0.0397254	0.0301419	0.0423611	0.0155943	0.0317	0.0489015	0.000866026	0.0668778	0.0550639	-0.0144368	-0.006774	-0.00114364	-0.0243171	-0.0244818	-0.0506586	-0.0594515	-0.0565053	-0.0350279	-0.0296527	-0.051473	-0.043331	-0.0542424	-0.0521391	-0.0081806	0.00483754	-0.0399516	-0.0106706	-0.0269615	-0.060466	-0.0669697	-0.0200176	0.0114108	0.023002	0.000826818	-0.0709146	-0.0732961	0.0576259	-0.00403406	-0.0221792	0.0890457	0.104722	0.0889646	0.100312	0.087129	0.0809398	0.150214	0.109048	0.116294	0.0981957	0.0413838	0.114215	0.0860921	0.146014	0.0668832	0.0669488	0.0654332	0.0726354	0.0849919	0.0781506	0.0723789	0.0958779	0.0726481	0.0786745
3997.71	0.0250046	-0.0121273	-0.0243095	0.0205644	0.0412012	0.0280109	0.00021632	0.00101127	0.000164376	-0.0298483	0.0341729	0.0238871	0.0151945	-0.0345417	-0.0349968	-0.0400113	0.0296356	0.0423843	0.0155618	0.0313533	0.0487373	0.000896471	0.0668834	0.0550927	-0.0144946	-0.0068499	-0.00124779	-0.0247079	-0.0244489	-0.0505266	-0.0591543	-0.0564925	-0.0348794	-0.0300561	-0.0515012	-0.0433603	-0.0544072	-0.0522253	-0.00831834	0.004974	-0.0400302	-0.0108401	-0.0266558	-0.0604534	-0.067133	-0.0201133	0.011162	0.022353	0.000656152	-0.0707809	-0.0731839	0.057395	-0.00458879	-0.0232439	0.0889878	0.104557	0.0892273	0.100222	0.0873827	0.0809739	0.150556	0.10894	0.116584	0.0982451	0.0413782	0.113981	0.086556	0.145743	0.0670452	0.0670851	0.0652782	0.072793	0.0853893	0.0786332	0.0725495	0.0959434	0.0725412	0.0783799
3995.78	0.0248225	-0.0119558	-0.0243815	0.0203417	0.0409892	0.0281846	9.09293e-05	0.00127312	0.000215159	-0.0300049	0.0344429	0.0238006	0.0157143	-0.0344033	-0.0352584	-0.0399269	0.0295005	0.042141	0.0156767	0.0314664	0.0486987	0.00114028	0.0672652	0.0548295	-0.0149145	-0.00656977	-0.00138174	-0.0248242	-0.0245807	-0.0503008	-0.0596758	-0.0564177	-0.035107	-0.0303115	-0.0517493	-0.0432264	-0.0546606	-0.0525576	-0.00812171	0.00473449	-0.0401672	-0.0107624	-0.0266233	-0.0606472	-0.0674391	-0.0198419	0.0109631	0.0220915	0.000537269	-0.070003	-0.0729838	0.0570354	-0.00481961	-0.0236633	0.0895101	0.104744	0.0892844	0.100099	0.0877501	0.0815409	0.151197	0.10933	0.116829	0.0980344	0.0412364	0.114051	0.0865513	0.145877	0.0676147	0.0676304	0.0655253	0.0725956	0.0855069	0.0790287	0.0729016	0.0961858	0.0724631	0.0784384
3993.85	0.0246784	-0.0121602	-0.0245843	0.0204897	0.040793	0.0286338	-0.000325188	0.000933095	-0.000306481	-0.0296935	0.0346368	0.0242444	0.0156574	-0.0345938	-0.0352042	-0.0401312	0.0293059	0.0422738	0.015586	0.0316402	0.0486783	0.000743368	0.0669242	0.0546568	-0.0149396	-0.00659572	-0.00170148	-0.0248278	-0.0247807	-0.0503385	-0.0603016	-0.0565272	-0.0356851	-0.030358	-0.0516599	-0.0431519	-0.0546305	-0.0523364	-0.00844253	0.0042613	-0.0402507	-0.010832	-0.0270539	-0.0606065	-0.0675095	-0.0196684	0.011099	0.0223766	0.000728532	-0.0699732	-0.0731031	0.05719	-0.00494103	-0.0236152	0.0895972	0.104977	0.0892392	0.100622	0.0882118	0.0824935	0.151599	0.110365	0.117188	0.0981239	0.0417194	0.114294	0.086714	0.146109	0.0681153	0.0683862	0.066048	0.072904	0.0859208	0.0794717	0.0733044	0.0967585	0.0729401	0.0789434
3991.93	0.024649	-0.0127186	-0.0247381	0.0208391	0.0404999	0.0285342	-0.000764987	0.000300099	-0.00084962	-0.0296974	0.0340873	0.0239001	0.0152182	-0.0345464	-0.0353636	-0.0405227	0.0292467	0.0423379	0.0151375	0.0312639	0.0488414	0.000284549	0.0663537	0.054094	-0.0150287	-0.0071847	-0.00219356	-0.0251371	-0.0251069	-0.0509235	-0.0603516	-0.0567306	-0.0358859	-0.0302752	-0.0516653	-0.0434956	-0.0551404	-0.0521857	-0.00916886	0.00418217	-0.0402652	-0.0109575	-0.0276092	-0.0606594	-0.0677363	-0.0199395	0.010943	0.0221464	0.000608004	-0.0704422	-0.0733589	0.0575991	-0.00546097	-0.0238128	0.0894897	0.105239	0.0891368	0.100922	0.0879657	0.0829782	0.151721	0.110663	0.117383	0.0983894	0.041971	0.114326	0.0871445	0.146528	0.0681461	0.0687282	0.0664244	0.0734924	0.0863421	0.0796792	0.0736902	0.0970518	0.0732916	0.0792797
3990	0.0244649	-0.0131143	-0.0247247	0.0208404	0.0402875	0.0277046	-0.000987794	0.000201038	-0.00100032	-0.0304325	0.0334807	0.02325	0.0148374	-0.034493	-0.035906	-0.0406258	0.0291059	0.0416183	0.0143627	0.0307179	0.0485392	7.67121e-05	0.0661843	0.0537776	-0.0150946	-0.00786534	-0.00266453	-0.0256093	-0.0253951	-0.0514455	-0.0601583	-0.0571497	-0.0359977	-0.0301956	-0.0519201	-0.0440108	-0.055512	-0.0527837	-0.00933344	0.003792	-0.0401282	-0.0111464	-0.027762	-0.0609993	-0.0682235	-0.0200726	0.010444	0.0215024	0.000290318	-0.0706702	-0.0734475	0.0572751	-0.0055493	-0.0240736	0.0895752	0.105308	0.0890585	0.101093	0.0875344	0.0831114	0.151686	0.1107	0.1172	0.0985926	0.0417312	0.114273	0.0872053	0.146596	0.0686585	0.0688543	0.066407	0.0738023	0.0865316	0.0797753	0.0740171	0.0969792	0.0735719	0.0796591
3988.07	0.0246496	-0.0127188	-0.0243863	0.0206068	0.0406861	0.0273438	-0.00120751	0.000418519	-0.000842014	-0.0304072	0.0342745	0.0234252	0.0149931	-0.0340214	-0.0356762	-0.0405555	0.029232	0.0410176	0.0141665	0.030916	0.0486269	0.000435202	0.066473	0.0543902	-0.0150955	-0.00741408	-0.00240311	-0.0252591	-0.0253181	-0.051344	-0.0594446	-0.057155	-0.0356827	-0.0303584	-0.0517173	-0.0440078	-0.0550214	-0.0526843	-0.00905734	0.00397985	-0.0399751	-0.0112043	-0.0277176	-0.0608168	-0.0682415	-0.0199186	0.0103946	0.0212404	0.00034735	-0.0706812	-0.0732052	0.0570578	-0.0047324	-0.0238512	0.0901959	0.105546	0.089506	0.101933	0.0878964	0.0833456	0.151465	0.110799	0.11749	0.0988058	0.0416867	0.114404	0.0869493	0.146396	0.0693247	0.0692937	0.0666649	0.0738773	0.0865274	0.080028	0.0743505	0.0971716	0.0740281	0.0798682
3986.14	0.0245255	-0.0124732	-0.0244369	0.020252	0.0405744	0.0271401	-0.00146698	0.000385221	-0.000749441	-0.0302339	0.0350632	0.023707	0.0144077	-0.0341617	-0.0356923	-0.0405797	0.0290694	0.0410902	0.0145176	0.0307334	0.0485936	0.000506318	0.0666579	0.0545946	-0.0156001	-0.00725659	-0.00228028	-0.0250607	-0.0254046	-0.0511637	-0.059405	-0.056887	-0.0357049	-0.030591	-0.0516678	-0.0439335	-0.0549301	-0.0525365	-0.00921126	0.00444042	-0.0401523	-0.0114723	-0.0280433	-0.0605202	-0.0681159	-0.0202624	0.0106034	0.0208261	0.00018138	-0.070712	-0.0732318	0.0566066	-0.00473742	-0.0242248	0.0903355	0.106161	0.0897731	0.10208	0.0884049	0.0836085	0.15149	0.110588	0.117761	0.0985997	0.0415904	0.114231	0.0866109	0.146188	0.0691492	0.0693771	0.0670096	0.0736872	0.0861603	0.0800482	0.0743944	0.0976507	0.0735989	0.0798786
3984.21	0.0239692	-0.0130635	-0.0250392	0.0196671	0.0396877	0.0271852	-0.00170814	8.16831e-05	-0.00116575	-0.0309018	0.0345582	0.023416	0.0135775	-0.0350864	-0.0362244	-0.0410849	0.0287614	0.0407275	0.0140178	0.0298667	0.0481821	-0.000303898	0.0662701	0.0540293	-0.0160198	-0.00774844	-0.00328929	-0.0256461	-0.0258767	-0.0514988	-0.059897	-0.0572036	-0.0358948	-0.0312431	-0.0523417	-0.0443533	-0.0552316	-0.0532893	-0.00999612	0.00340428	-0.0408405	-0.0121404	-0.0285426	-0.0611086	-0.0681666	-0.0207564	0.010146	0.0206717	-0.000316414	-0.0708236	-0.0735301	0.055977	-0.00630553	-0.0255265	0.0907762	0.106487	0.0898627	0.101874	0.0884607	0.0843653	0.151761	0.110436	0.117837	0.0981858	0.04134	0.114126	0.0872155	0.146014	0.0692411	0.0695232	0.0673219	0.0737663	0.0863529	0.0806053	0.0748111	0.0975624	0.0732476	0.0796753
3982.28	0.0233692	-0.0133975	-0.0253126	0.0190923	0.0390576	0.0270688	-0.00182711	-0.000321844	-0.00164375	-0.0313631	0.0338076	0.0229865	0.01333	-0.0359175	-0.0365319	-0.0416695	0.0285542	0.0405714	0.0136018	0.0296053	0.0477553	-0.00076598	0.0657002	0.0535538	-0.0163321	-0.0083735	-0.00386027	-0.0259468	-0.0264649	-0.0519677	-0.0604398	-0.0575499	-0.0359568	-0.0314141	-0.0528456	-0.0448608	-0.0558287	-0.0536026	-0.010165	0.00261058	-0.0415076	-0.0130504	-0.0287086	-0.0617684	-0.0684661	-0.0212186	0.00956567	0.0203067	-0.00099834	-0.0712174	-0.0735789	0.0560135	-0.00722358	-0.02638	0.0908845	0.106425	0.0898428	0.102321	0.0885824	0.0848126	0.151956	0.110842	0.117543	0.0980828	0.0412267	0.114802	0.0879093	0.146372	0.0699734	0.0700117	0.0680424	0.0740052	0.0865851	0.0813205	0.0753563	0.0977703	0.0735317	0.0796797
