3999.64	-0.0755676	-0.0824507	-0.114883	-0.0559767	-0.0614041	-0.0275998	-0.0525485	0.017509	-0.103846	-0.11974	-0.104222	-0.0667325	-0.0137866	-0.0975834	0.0128377	-0.00657956	-0.10082	0.0109986	-0.0237761	0.00476933	-0.0755836	-0.0875792	-0.0379961	-0.0172578	-0.0129298	-0.0926706	-0.0770614	-0.0477373	0.013792	0.012323	-0.0429495	0.00946579	-0.0466535	0.0292557	-0.0638715	-0.0873821	-0.107959	-0.0837227	-0.0148707	0.00605555	0.0103955	-0.0690189	-0.0289541	-0.0511115	-0.133818	-0.155414	-0.0862053	-0.0304528	-0.101661	-0.125527	-0.0873604	-0.131772	-0.118907	-0.0440212	-0.00745648	-0.0147831	-0.0546123	-0.0694002	-0.0283288	0.0493249	0.0487943	-0.0481956	-0.0232265	-0.0779669	-0.0848225	-0.0259518	-0.0157118	-0.0372738	0.0400953	-0.075721	-0.0445664	0.0155895	0.116684	-0.046565	0.0107545	-0.0351608	-0.0492998	-0.0711121	-0.0263735
3997.71	-0.0763082	-0.0826867	-0.116021	-0.0567155	-0.0615384	-0.0281951	-0.0522088	0.0162837	-0.103928	-0.119199	-0.104151	-0.0664889	-0.0140621	-0.0976311	0.0131759	-0.00602558	-0.100535	0.0108065	-0.0234429	0.00535322	-0.0754145	-0.0874561	-0.0380038	-0.0167341	-0.012512	-0.092479	-0.0769631	-0.0474188	0.0137918	0.0123361	-0.0431232	0.00923494	-0.0466202	0.0294422	-0.0638496	-0.0875472	-0.107539	-0.0835965	-0.014561	0.00620146	0.0107061	-0.0688117	-0.0288758	-0.0506246	-0.133866	-0.155408	-0.0855891	-0.0300832	-0.101235	-0.125266	-0.0873676	-0.131673	-0.118392	-0.0442847	-0.00738798	-0.0158413	-0.0552278	-0.0697749	-0.0287064	0.0493265	0.0483936	-0.0484806	-0.0230677	-0.0783842	-0.0854938	-0.0264283	-0.0162667	-0.0378558	0.0399723	-0.0760025	-0.0451648	0.0157366	0.11611	-0.0465897	0.0105	-0.0350428	-0.049942	-0.0712396	-0.0265054
3995.78	-0.0771429	-0.0839789	-0.115748	-0.0566597	-0.0624968	-0.0288448	-0.0530073	0.0157279	-0.103994	-0.119144	-0.10426	-0.0662298	-0.0141317	-0.0977597	0.0131927	-0.00560622	-0.100327	0.011395	-0.0234667	0.00542153	-0.0754063	-0.0875398	-0.0384282	-0.0166108	-0.0126265	-0.0927792	-0.0773055	-0.0480421	0.0136393	0.0123245	-0.0439689	0.00848427	-0.0467615	0.0292314	-0.0641853	-0.0879694	-0.107959	-0.084473	-0.0147683	0.00614628	0.0100912	-0.0691534	-0.0293004	-0.0520812	-0.134826	-0.155847	-0.0862577	-0.0304869	-0.101547	-0.126546	-0.0888415	-0.132999	-0.119137	-0.0445866	-0.0074346	-0.0161986	-0.0557911	-0.0705308	-0.0299119	0.0486178	0.047952	-0.0487637	-0.0233875	-0.0786327	-0.0857757	-0.0260985	-0.0161323	-0.0373971	0.0399914	-0.0754215	-0.0448053	0.0162706	0.116965	-0.0462806	0.0112531	-0.0341102	-0.0489722	-0.0711958	-0.0260197
3993.85	-0.0770316	-0.0837502	-0.115169	-0.0556227	-0.062124	-0.028673	-0.053039	0.0163074	-0.103972	-0.119157	-0.104393	-0.0665107	-0.0138406	-0.0977068	0.0130604	-0.00548652	-0.100339	0.0119584	-0.0238785	0.00555276	-0.0759005	-0.0872683	-0.0383823	-0.0167464	-0.0128899	-0.0930861	-0.0777894	-0.0487682	0.0135692	0.0123371	-0.0443418	0.00816691	-0.04698	0.0287896	-0.0644733	-0.0883902	-0.108311	-0.0851954	-0.0154109	0.00605253	0.00993496	-0.0696869	-0.029668	-0.052977	-0.135625	-0.156629	-0.086952	-0.0318969	-0.102464	-0.127386	-0.0899679	-0.134116	-0.120069	-0.0449295	-0.00775987	-0.0159433	-0.0559342	-0.0707261	-0.0302244	0.0479326	0.0482732	-0.048733	-0.0238807	-0.0788853	-0.0858155	-0.0262896	-0.0159979	-0.0377884	0.0393929	-0.0755375	-0.0452111	0.0159909	0.117136	-0.0466861	0.0112053	-0.0340453	-0.0485603	-0.0718113	-0.0259485
3991.93	-0.0764791	-0.0839868	-0.115753	-0.0554948	-0.0620868	-0.0288814	-0.0532024	0.0161822	-0.103766	-0.118967	-0.104624	-0.0667234	-0.013796	-0.0978711	0.0129777	-0.00561338	-0.100536	0.0117674	-0.0241269	0.00613516	-0.076085	-0.0872681	-0.0381774	-0.0169558	-0.0128205	-0.0932186	-0.078056	-0.0492967	0.0136502	0.0123667	-0.0442537	0.00847041	-0.0473892	0.0284868	-0.0647999	-0.08808	-0.108188	-0.0851162	-0.0158848	0.00614305	0.00994127	-0.0698379	-0.0296465	-0.0521216	-0.135419	-0.157064	-0.086886	-0.0326387	-0.10199	-0.127499	-0.0893468	-0.13403	-0.120109	-0.0445498	-0.00773406	-0.015681	-0.055421	-0.0705246	-0.0298863	0.047789	0.0484113	-0.0485629	-0.0243436	-0.078883	-0.0858814	-0.0267296	-0.0163516	-0.0385224	0.0395379	-0.0762935	-0.0463235	0.0149914	0.116879	-0.046975	0.0106953	-0.0340478	-0.0491781	-0.0722921	-0.0266893
3990	-0.076383	-0.0840965	-0.116191	-0.0561033	-0.0621881	-0.029483	-0.054167	0.0153993	-0.103745	-0.118877	-0.1048	-0.0670359	-0.0139842	-0.0983396	0.0124663	-0.00591005	-0.100608	0.0115496	-0.0241348	0.00549588	-0.0764651	-0.0877564	-0.0385456	-0.01737	-0.0126274	-0.0930449	-0.0781005	-0.0495022	0.0134276	0.0121785	-0.0443617	0.00926377	-0.0477024	0.0283726	-0.0650433	-0.0876367	-0.108184	-0.0846518	-0.015853	0.00634198	0.00977329	-0.0698113	-0.0295077	-0.0519124	-0.135374	-0.15715	-0.0869162	-0.032784	-0.101924	-0.127345	-0.0891853	-0.133845	-0.119559	-0.0451289	-0.00839586	-0.0162136	-0.0560203	-0.0716487	-0.0307038	0.0470824	0.0480959	-0.049342	-0.0246657	-0.079836	-0.0866307	-0.0271419	-0.0170537	-0.0387552	0.0399854	-0.0770619	-0.0464892	0.0145679	0.116433	-0.0472478	0.0106798	-0.0341251	-0.0495225	-0.0722652	-0.0270756
3988.07	-0.0769089	-0.0844932	-0.116692	-0.0571338	-0.0626722	-0.0299119	-0.0547685	0.0153595	-0.103414	-0.118469	-0.1044	-0.0669216	-0.0140792	-0.0980523	0.0128514	-0.00573285	-0.0999094	0.0117951	-0.0239871	0.00540146	-0.0762498	-0.0874322	-0.0385057	-0.0173416	-0.0121332	-0.0920706	-0.0774248	-0.0489334	0.0141467	0.0125335	-0.043764	0.0101603	-0.0470499	0.0288056	-0.0642932	-0.0874204	-0.107858	-0.0843214	-0.0153791	0.00681492	0.0101555	-0.0692983	-0.0288205	-0.0525887	-0.13512	-0.15732	-0.0870177	-0.0323381	-0.102668	-0.127693	-0.0896384	-0.133864	-0.119621	-0.045622	-0.00900568	-0.0165392	-0.0568268	-0.0721788	-0.0312611	0.0470766	0.047722	-0.0500042	-0.0248703	-0.08043	-0.0867577	-0.0278676	-0.0179509	-0.0391316	0.0390732	-0.0778411	-0.0465063	0.0144754	0.115501	-0.0482081	0.0105558	-0.0351058	-0.0500438	-0.0726921	-0.0275273
3986.14	-0.0767633	-0.0838072	-0.116467	-0.0570231	-0.0619153	-0.0302976	-0.0543961	0.0160243	-0.103142	-0.118159	-0.104164	-0.0668578	-0.0136963	-0.0979107	0.0133314	-0.00563549	-0.0998163	0.0122354	-0.02384	0.00587795	-0.0761152	-0.0870598	-0.0383018	-0.0170186	-0.0123247	-0.0917469	-0.0770177	-0.0487271	0.0147677	0.0132605	-0.043457	0.0101788	-0.0469835	0.0288628	-0.0640258	-0.0875799	-0.107623	-0.0844996	-0.0151342	0.00716133	0.0102501	-0.0689448	-0.0283733	-0.0523067	-0.134283	-0.156879	-0.0866934	-0.0312998	-0.102216	-0.127137	-0.0888768	-0.13332	-0.119551	-0.0451506	-0.00851892	-0.0165736	-0.0567466	-0.0713867	-0.0311814	0.0481278	0.0479711	-0.0499686	-0.0248003	-0.0797199	-0.0859352	-0.028626	-0.0182878	-0.0395207	0.0376478	-0.0783238	-0.0471945	0.0141995	0.114742	-0.0484889	0.00983504	-0.0353555	-0.0502742	-0.073544	-0.0281103
3984.21	-0.0771285	-0.0834691	-0.116684	-0.0569752	-0.0621084	-0.0307987	-0.0548949	0.01616	-0.103449	-0.118649	-0.104604	-0.06713	-0.0140976	-0.0986337	0.0129011	-0.00622104	-0.10052	0.0115417	-0.0242372	0.00540254	-0.0765902	-0.0875987	-0.0386121	-0.0176007	-0.0129749	-0.0923547	-0.0778631	-0.0493622	0.0142852	0.0128002	-0.0443352	0.00919896	-0.047737	0.0281601	-0.0651105	-0.0880569	-0.108225	-0.0852661	-0.0158064	0.00696937	0.0100557	-0.0700132	-0.0293112	-0.0526392	-0.134133	-0.156434	-0.0869808	-0.0310098	-0.10235	-0.126844	-0.0887857	-0.133176	-0.119268	-0.0457298	-0.00827163	-0.0170812	-0.0572546	-0.0717331	-0.0314034	0.0479704	0.0477043	-0.0506891	-0.0254288	-0.0797836	-0.0862255	-0.028524	-0.0184901	-0.0394676	0.0379274	-0.0781634	-0.0472425	0.0142524	0.114877	-0.0481314	0.0099629	-0.0349386	-0.0499806	-0.073814	-0.028003
3982.28	-0.0778845	-0.0842445	-0.117361	-0.0567643	-0.0641015	-0.0307408	-0.0557225	0.0148586	-0.103508	-0.118783	-0.104644	-0.0670585	-0.0144564	-0.0988497	0.0128721	-0.00623486	-0.10098	0.011049	-0.0245126	0.00494742	-0.0766102	-0.0880317	-0.0388735	-0.018094	-0.0133125	-0.0932249	-0.0785215	-0.0499496	0.0133539	0.0117415	-0.0452404	0.00886505	-0.0483102	0.0272996	-0.0659672	-0.0887757	-0.108835	-0.0858728	-0.0164665	0.00654251	0.00967973	-0.0709039	-0.0302934	-0.0532974	-0.134492	-0.156493	-0.0875265	-0.0317508	-0.102897	-0.126825	-0.088649	-0.133444	-0.118819	-0.0466329	-0.00940802	-0.0173245	-0.057895	-0.0722129	-0.0318416	0.0464472	0.0469136	-0.0515355	-0.0261911	-0.0807575	-0.0869583	-0.0283598	-0.0186071	-0.0397397	0.0383366	-0.0778629	-0.0473631	0.0141051	0.115406	-0.0484357	0.0101823	-0.0348599	-0.0505542	-0.0738918	-0.028026
