3999.64	0.0104596	-0.00416463	-0.00824894	-0.0120773	-0.0185115	0.0214265	-0.0363535	-0.00479005	-0.014965	-0.0265208	0.00611015	-0.0260373	-0.00517032	0.0297796	0.0457665	0.021114	0.0415846	-0.0415576	-0.0356296	-0.045444	0.0142144	-0.0436521	-0.00559621	-0.0337681	-0.0556648	0.0836633	0.0279006	0.0156147	0.000549942	0.0325891	-0.0348144	-0.0507556	-0.035032	0.00529778	0.025889	0.117457	0.0994458	-0.149833	-0.0606347	-0.0634213	-0.119875	-0.154423	-0.122458	0.0331345	0.0189635	0.0510916	0.0533949	0.0074914	0.0713824	0.0206076	0.0519752	0.0659041	0.016066	0.0546752	0.0229506	0.0376744	0.0259106
3997.71	0.00954321	-0.0044004	-0.00896135	-0.0126138	-0.0191909	0.0204344	-0.036591	-0.00506294	-0.0155488	-0.0269688	0.00584762	-0.0266442	-0.0057199	0.029038	0.0453548	0.0203023	0.041207	-0.0421167	-0.0362117	-0.0460849	0.0138926	-0.0439076	-0.00586504	-0.0340317	-0.056605	0.0830626	0.0279854	0.0157215	0.000730789	0.0327813	-0.0348265	-0.0509543	-0.0351583	0.00585441	0.0259364	0.117526	0.0987887	-0.149422	-0.0606454	-0.0628674	-0.119104	-0.154123	-0.122054	0.0331051	0.0188698	0.0505608	0.0525662	0.0074162	0.0705718	0.0202658	0.05261	0.0652269	0.015465	0.0543789	0.0224432	0.0370704	0.0264663
3995.78	0.00912755	-0.00492141	-0.00928074	-0.013159	-0.0194755	0.0199793	-0.0371266	-0.00550828	-0.0164173	-0.0274806	0.00554226	-0.0268729	-0.00599215	0.0285017	0.044848	0.0198834	0.0406016	-0.0424598	-0.0367299	-0.0462442	0.0134264	-0.0437987	-0.00662245	-0.0336822	-0.0567936	0.0825268	0.0280122	0.0158205	0.000772411	0.0326681	-0.0346789	-0.0505651	-0.0354307	0.00629575	0.0263986	0.118032	0.0992399	-0.149515	-0.061155	-0.0639652	-0.12027	-0.154917	-0.123287	0.0325267	0.0178162	0.0500106	0.0517048	0.0064857	0.069382	0.0189071	0.0518542	0.0635967	0.0147636	0.0534181	0.0222539	0.0358645	0.026227
3993.85	0.00921002	-0.00513531	-0.00860517	-0.0129849	-0.0192025	0.0202561	-0.0371221	-0.00583257	-0.016628	-0.0275366	0.00539693	-0.0266596	-0.00607887	0.0283824	0.0449151	0.0199166	0.0407455	-0.0419744	-0.0367315	-0.0462131	0.0136312	-0.0438455	-0.00688346	-0.0330448	-0.0559515	0.0826815	0.0282214	0.0160122	0.000245361	0.0322561	-0.0347773	-0.0504772	-0.0352825	0.00619955	0.0267005	0.118063	0.0993503	-0.149023	-0.0598017	-0.0640422	-0.120861	-0.154643	-0.123213	0.032419	0.0174357	0.0504786	0.0513381	0.00614887	0.0692023	0.0190576	0.0523483	0.063202	0.0148003	0.0538149	0.0220813	0.0345758	0.0262008
3991.93	0.00892522	-0.00504634	-0.00862363	-0.0129644	-0.0193094	0.0207126	-0.0372393	-0.00609393	-0.016477	-0.0275339	0.00483875	-0.0264806	-0.0061335	0.0282764	0.0445128	0.0196022	0.0411143	-0.0421159	-0.0368477	-0.0462704	0.0136627	-0.0439743	-0.00716948	-0.033107	-0.0558222	0.0829404	0.0279607	0.015605	-5.05927e-05	0.0318348	-0.0353031	-0.0506758	-0.0350621	0.00539227	0.0264614	0.117272	0.0988954	-0.148577	-0.0596034	-0.0641834	-0.120581	-0.154843	-0.123144	0.0326982	0.0181085	0.0514655	0.051524	0.00660717	0.0699217	0.0209839	0.053431	0.0648708	0.0155865	0.0544181	0.0228232	0.0351374	0.0268521
3990	0.00828507	-0.00532702	-0.00966244	-0.0133255	-0.0197933	0.0210482	-0.0378075	-0.0065591	-0.0165983	-0.0274787	0.00422362	-0.026814	-0.00670947	0.0281686	0.0437956	0.0189031	0.0408745	-0.0425473	-0.0371554	-0.0463486	0.0131064	-0.0440914	-0.00765987	-0.0337816	-0.0562689	0.0826937	0.0273747	0.0145617	-0.0002486	0.0316192	-0.0356952	-0.0510389	-0.035132	0.00469162	0.0259148	0.116407	0.098762	-0.14938	-0.0607279	-0.0651153	-0.120853	-0.155838	-0.123656	0.0326584	0.018852	0.0508933	0.0522715	0.00623988	0.0696289	0.0220154	0.0528228	0.0660748	0.0150588	0.0543926	0.0236044	0.0360086	0.0269221
3988.07	0.00847102	-0.00546028	-0.0098004	-0.0134308	-0.019983	0.0206965	-0.0376422	-0.00668399	-0.0167514	-0.0276383	0.00413099	-0.0273208	-0.00693766	0.027726	0.0435867	0.0186453	0.0405515	-0.0423991	-0.0367545	-0.0464129	0.0124561	-0.0439931	-0.00767553	-0.033764	-0.0562243	0.0820821	0.0269146	0.0137495	-0.000731513	0.0311586	-0.0360287	-0.0513052	-0.0358131	0.00443255	0.025063	0.116028	0.0989434	-0.149764	-0.0613318	-0.065577	-0.120765	-0.156514	-0.123838	0.0325816	0.0186026	0.0507413	0.053108	0.00587197	0.0693677	0.0220722	0.0523849	0.0662254	0.0145577	0.0546233	0.0225572	0.0360323	0.0258594
3986.14	0.0084592	-0.00544595	-0.00926251	-0.0132126	-0.0201817	0.0203257	-0.0376138	-0.00686079	-0.0170979	-0.0280062	0.00450808	-0.0273112	-0.00650159	0.0272132	0.0437528	0.018907	0.0399468	-0.0422751	-0.0364165	-0.0465625	0.0120895	-0.0441431	-0.00763236	-0.0331908	-0.0560433	0.0816153	0.0267623	0.0138189	-0.000839534	0.0307768	-0.0361677	-0.0513921	-0.0361079	0.00457943	0.0247314	0.115987	0.0990339	-0.149249	-0.0609609	-0.0647259	-0.120646	-0.156112	-0.123326	0.0326779	0.0183839	0.050612	0.053341	0.00533531	0.0701333	0.0223581	0.0532055	0.0656157	0.0152472	0.0545502	0.0216015	0.0357866	0.0254325
3984.21	0.00776188	-0.00594969	-0.00982486	-0.0140497	-0.0212173	0.0195741	-0.0384509	-0.00789202	-0.0181954	-0.0285615	0.00430416	-0.0275691	-0.00700444	0.0265825	0.0428249	0.0184933	0.0395332	-0.042766	-0.0368353	-0.0472959	0.0118514	-0.0451746	-0.00824913	-0.0334299	-0.0566964	0.0811718	0.0263583	0.0141164	-0.000866187	0.0307511	-0.0359928	-0.0515931	-0.0358873	0.00464111	0.0245493	0.11636	0.0989651	-0.149466	-0.0605624	-0.0648846	-0.12078	-0.155482	-0.123471	0.0337213	0.0190239	0.0518479	0.0535711	0.00692833	0.0711394	0.0234647	0.0538979	0.0665137	0.0160481	0.0556948	0.0224956	0.0366005	0.0270386
3982.28	0.00756146	-0.00628656	-0.0103124	-0.0143144	-0.021448	0.0191576	-0.0385986	-0.00796861	-0.018349	-0.028677	0.00401864	-0.0275928	-0.00689328	0.0264586	0.042549	0.0185307	0.0398164	-0.0429556	-0.0370421	-0.0473447	0.0118875	-0.0453077	-0.00845458	-0.0333636	-0.0565968	0.0817858	0.0263916	0.0140487	-0.000993249	0.0307797	-0.0358762	-0.0517153	-0.0361117	0.00438291	0.0246731	0.116485	0.0985525	-0.150538	-0.0614307	-0.0660399	-0.121661	-0.156595	-0.124521	0.0334954	0.0180831	0.0520855	0.0529978	0.00729859	0.0697956	0.0227081	0.053852	0.0671381	0.0154723	0.0555376	0.0226043	0.0371522	0.0267136
