3999.64	0.0539187	0.0626735	0.0999626	0.1083	0.0558132	0.107571	0.126508	0.0434224	0.138735	0.121591	0.137494	0.159547	0.145825	-0.161341	-0.125697	-0.101552	-0.078094	0.119625	0.135013	0.142823	0.110288	0.0813417	0.0999245	0.0989486	0.120531	0.111637	0.120511	0.147086	0.116156	0.138656	0.0672735	0.133933	0.0740284	0.0626215	0.106085	0.0919312	0.0580081	0.0990733	0.114734	0.11241	0.131296	0.141802
3997.71	0.0527177	0.0621259	0.0994107	0.107446	0.0552061	0.106999	0.125789	0.0425819	0.13812	0.120604	0.137184	0.159035	0.14489	-0.1616	-0.125865	-0.10154	-0.0784458	0.119639	0.134981	0.143126	0.109356	0.08121	0.0997308	0.0987955	0.120338	0.111575	0.12032	0.146826	0.115847	0.138794	0.0674322	0.133807	0.073918	0.0623816	0.106064	0.0916625	0.0575741	0.099081	0.11433	0.112153	0.131462	0.14158
3995.78	0.0518918	0.061528	0.099073	0.107284	0.0547352	0.106957	0.12521	0.0421403	0.13779	0.120384	0.137491	0.158279	0.144533	-0.161549	-0.125723	-0.101247	-0.0783483	0.1193	0.134881	0.142641	0.109348	0.0812703	0.0991401	0.0985939	0.120207	0.111581	0.12029	0.146704	0.115446	0.138666	0.0676349	0.133761	0.0736689	0.0622104	0.10594	0.0915142	0.0574617	0.0988407	0.113937	0.111778	0.131098	0.141449
3993.85	0.051716	0.061395	0.0992357	0.107131	0.0547395	0.107469	0.125199	0.0418354	0.137711	0.121023	0.137875	0.158053	0.14445	-0.161647	-0.125948	-0.101429	-0.0783075	0.119545	0.134904	0.142204	0.109334	0.0814535	0.098868	0.0984402	0.120075	0.111094	0.120415	0.146579	0.115272	0.138674	0.0676283	0.133919	0.0733717	0.0618606	0.105554	0.0913136	0.0573719	0.0985682	0.113934	0.11157	0.130682	0.141013
3991.93	0.0516764	0.0612454	0.0996415	0.107118	0.0550514	0.107192	0.125046	0.0415445	0.138269	0.121445	0.137982	0.158566	0.144259	-0.161577	-0.126469	-0.102004	-0.07872	0.119144	0.134655	0.142296	0.108971	0.081635	0.0993341	0.0983086	0.119623	0.110676	0.120076	0.146309	0.115146	0.138522	0.0675855	0.133829	0.0729884	0.0612566	0.105393	0.0907172	0.0568768	0.0980657	0.113721	0.111078	0.130381	0.140323
3990	0.0516036	0.0612963	0.0997443	0.107443	0.0548662	0.106942	0.125118	0.0419621	0.138294	0.121447	0.138359	0.15884	0.144738	-0.161725	-0.126538	-0.10232	-0.0791415	0.11868	0.134402	0.142376	0.109102	0.0819317	0.0994315	0.0983005	0.119534	0.110789	0.119768	0.146455	0.114977	0.138584	0.0678282	0.133335	0.0724279	0.0609133	0.105917	0.0903654	0.0567997	0.097674	0.113558	0.111017	0.130367	0.140354
3988.07	0.0522178	0.0618316	0.100036	0.107531	0.0547092	0.10758	0.125963	0.0429068	0.138199	0.121576	0.139156	0.158978	0.145442	-0.162495	-0.126929	-0.102737	-0.0796704	0.118833	0.134609	0.141868	0.109016	0.08211	0.0992414	0.0980938	0.119145	0.11075	0.119966	0.146581	0.114948	0.138713	0.0677992	0.1326	0.0719515	0.0609922	0.105574	0.0902045	0.0566469	0.0973083	0.113797	0.110805	0.1303	0.140818
3986.14	0.0523079	0.0615538	0.100148	0.107085	0.0545241	0.107605	0.126061	0.0424811	0.13844	0.121773	0.138838	0.15888	0.145159	-0.162187	-0.126889	-0.10252	-0.0793299	0.118453	0.134427	0.141214	0.108741	0.0822116	0.0984451	0.0974083	0.118745	0.110448	0.119441	0.146124	0.114547	0.138493	0.0675743	0.132098	0.0717503	0.0604765	0.104593	0.0900424	0.0558396	0.0969896	0.113557	0.110413	0.12948	0.140479
3984.21	0.0519215	0.0612791	0.100363	0.106703	0.05456	0.106699	0.12595	0.0416921	0.138493	0.12189	0.138127	0.159041	0.144598	-0.162148	-0.126892	-0.102601	-0.0792481	0.11789	0.133799	0.141423	0.108415	0.0828067	0.0978241	0.0968728	0.118627	0.110213	0.118253	0.145562	0.114074	0.138443	0.0677722	0.13171	0.0719252	0.0602738	0.104142	0.0899472	0.0555021	0.0970237	0.112825	0.110295	0.129083	0.140182
3982.28	0.0518951	0.061236	0.0999179	0.106691	0.0543682	0.106414	0.126191	0.0418236	0.138491	0.121436	0.138175	0.158627	0.144676	-0.162978	-0.12766	-0.102947	-0.0799795	0.117478	0.133079	0.141803	0.107805	0.0825076	0.0976993	0.0966316	0.118143	0.109479	0.117521	0.145345	0.113771	0.13795	0.0677194	0.131187	0.0712245	0.060092	0.103976	0.0896579	0.0551658	0.0965102	0.112342	0.109574	0.128697	0.139663
3980.36	0.051532	0.0613676	0.0999228	0.106796	0.0543749	0.107165	0.125946	0.0422677	0.138609	0.121576	0.138719	0.158734	0.145318	-0.16332	-0.127744	-0.103238	-0.0801783	0.117044	0.132982	0.141911	0.107267	0.0823639	0.0976484	0.0964362	0.118061	0.109047	0.117951	0.145394	0.113452	0.138028	0.0679257	0.130733	0.0706783	0.059772	0.103839	0.0892088	0.054251	0.0960652	0.112277	0.109203	0.128549	0.139129
3978.43	0.0516663	0.0617657	0.10033	0.107619	0.0544076	0.107328	0.125719	0.0424007	0.139223	0.12214	0.139322	0.159499	0.145673	-0.162914	-0.127239	-0.103093	-0.0798351	0.116982	0.133376	0.14172	0.107072	0.0828727	0.0978998	0.0966346	0.118353	0.108888	0.118111	0.14522	0.113043	0.138386	0.0685171	0.13116	0.0706892	0.0597527	0.103647	0.0890657	0.0540579	0.0959662	0.112256	0.109293	0.129013	0.138999
3976.5	0.0518872	0.0610745	0.0998984	0.107324	0.0538094	0.107042	0.125419	0.0417207	0.138812	0.121669	0.139008	0.159455	0.144919	-0.162635	-0.127163	-0.103123	-0.0799832	0.11702	0.133211	0.141459	0.106899	0.0831658	0.0973425	0.0962979	0.118288	0.108618	0.117355	0.144818	0.112549	0.138557	0.068298	0.131642	0.0703328	0.059319	0.103378	0.0890859	0.0543383	0.0957628	0.111642	0.109103	0.128589	0.138605
