3999.64	0.0192891	0.132368	-0.0404985	0.0130576	0.0922286	0.0576633	0.11295	0.0747787	0.101477	0.0698483	0.101037	0.0872604	0.0837331	0.312237	0.108726	-0.0574042	-0.121951	-0.0630128	-0.0229316	-0.085116	-0.0400902	0.0602536	-0.0475459	-0.056771	-0.0132031	-0.0739002	-0.0372028	-0.10109	0.0813318	-0.0672252	0.057467	-0.0417826	-0.0564065	-0.0772993
3997.71	0.0189891	0.131996	-0.0405004	0.0127245	0.0921355	0.0576428	0.113287	0.0746718	0.101172	0.0695532	0.101093	0.0868325	0.0843211	0.312223	0.109331	-0.0571793	-0.121387	-0.0627645	-0.0224429	-0.0844427	-0.0389434	0.0613506	-0.0474444	-0.0561075	-0.0127923	-0.0732577	-0.0360913	-0.100241	0.0819327	-0.0665394	0.0584405	-0.0408204	-0.0555018	-0.0766478
3995.78	0.019017	0.132295	-0.040225	0.0126456	0.0926985	0.0579403	0.113742	0.0743401	0.101437	0.0696365	0.101423	0.0869137	0.0846406	0.311972	0.109362	-0.0570189	-0.121777	-0.0629978	-0.0230609	-0.0852723	-0.0389689	0.0609865	-0.0474967	-0.0562973	-0.0130928	-0.0736598	-0.0363257	-0.100457	0.0814916	-0.0669136	0.0578156	-0.0414876	-0.0553198	-0.0771138
3993.85	0.0194399	0.132684	-0.0399217	0.0129913	0.0929545	0.0583958	0.114137	0.0744311	0.101905	0.0696478	0.101826	0.0872507	0.0843678	0.311389	0.109186	-0.0567671	-0.122115	-0.0634547	-0.0238139	-0.086049	-0.0399066	0.0604716	-0.047934	-0.0560781	-0.0133204	-0.0742881	-0.0369534	-0.100857	0.081022	-0.0668776	0.0576764	-0.042346	-0.0559768	-0.0777187
3991.93	0.019709	0.133018	-0.0399632	0.0130572	0.0927349	0.0583005	0.114221	0.0751614	0.102749	0.0697441	0.1018	0.0876203	0.0845086	0.311844	0.109473	-0.0563273	-0.121484	-0.0630541	-0.0231223	-0.086	-0.0400913	0.0611402	-0.0478534	-0.0557692	-0.0130825	-0.0741746	-0.0370369	-0.100914	0.081241	-0.0667205	0.0583359	-0.0421765	-0.0558202	-0.0774446
3990	0.0197999	0.133362	-0.0403059	0.0130061	0.0923395	0.0582893	0.113522	0.0755793	0.103142	0.0702771	0.101005	0.0874394	0.0842708	0.311919	0.109339	-0.0561671	-0.120781	-0.0626961	-0.0223022	-0.0855454	-0.0396838	0.0612275	-0.0473012	-0.055524	-0.0129108	-0.0739086	-0.0368186	-0.10096	0.0817594	-0.0666299	0.0588028	-0.0418677	-0.0555889	-0.0770926
3988.07	0.0197454	0.132887	-0.0401772	0.0128849	0.0922736	0.058274	0.112703	0.0752206	0.102731	0.0700116	0.101068	0.0869466	0.0839771	0.311506	0.109144	-0.0559249	-0.120709	-0.0634394	-0.0226399	-0.0848067	-0.0392433	0.0609168	-0.0474048	-0.0555796	-0.0127777	-0.0737433	-0.0368349	-0.100853	0.0827175	-0.0663974	0.0590744	-0.041659	-0.0557035	-0.0765195
3986.14	0.0196359	0.132418	-0.0397992	0.0127082	0.0922393	0.057925	0.112545	0.0748883	0.102566	0.0693839	0.101228	0.0866819	0.0840162	0.311153	0.108981	-0.0558114	-0.121364	-0.0638058	-0.0235014	-0.0856806	-0.0396072	0.0601271	-0.04758	-0.0561742	-0.0133437	-0.073694	-0.0371812	-0.101018	0.0823032	-0.066882	0.0586022	-0.0419223	-0.0559097	-0.0763829
3984.21	0.0198302	0.132791	-0.0398813	0.012735	0.0922493	0.0571727	0.112711	0.074888	0.102758	0.0696696	0.101149	0.0870915	0.0846042	0.310909	0.109233	-0.0557479	-0.121639	-0.0632231	-0.0236205	-0.0864178	-0.0397733	0.0599832	-0.0475299	-0.0559716	-0.0133783	-0.0728521	-0.0369836	-0.100908	0.0814628	-0.0666426	0.058829	-0.0417464	-0.0558731	-0.076845
3982.28	0.0195158	0.133321	-0.0401367	0.0128439	0.091806	0.0569248	0.112431	0.0748842	0.102925	0.0691245	0.100958	0.0869689	0.084482	0.310595	0.108899	-0.0557443	-0.121381	-0.0631058	-0.0237266	-0.0863254	-0.0400927	0.060536	-0.0475246	-0.0562698	-0.0132368	-0.0732856	-0.0369595	-0.100624	0.081548	-0.0665985	0.0594697	-0.0418344	-0.0558025	-0.0772659
3980.36	0.0193433	0.133711	-0.0402021	0.0124015	0.0913594	0.0573249	0.111971	0.0747318	0.103264	0.0680745	0.100729	0.0874365	0.0842369	0.310528	0.108698	-0.0555029	-0.121267	-0.0630956	-0.0240941	-0.0858146	-0.0397353	0.0609642	-0.0472625	-0.0562119	-0.0129559	-0.0734879	-0.0370292	-0.100251	0.0821151	-0.0663148	0.0594092	-0.0415817	-0.055284	-0.0769705
3978.43	0.0192869	0.13312	-0.0405432	0.0116955	0.0911348	0.0571725	0.111927	0.0741396	0.103065	0.0674463	0.100149	0.0875405	0.0842298	0.310177	0.108418	-0.0555505	-0.121053	-0.0632397	-0.0237932	-0.0852518	-0.0388275	0.0609691	-0.0467828	-0.0555555	-0.0124181	-0.0728625	-0.0365546	-0.0998144	0.082095	-0.0656119	0.0598043	-0.0414537	-0.0546919	-0.0766352
3976.5	0.0195567	0.132931	-0.0404154	0.0116	0.0909694	0.0569255	0.112279	0.0740984	0.102913	0.067455	0.0997036	0.0871377	0.0841551	0.310483	0.108407	-0.0552896	-0.120677	-0.063113	-0.0233745	-0.0849612	-0.038924	0.0610784	-0.0464564	-0.0552711	-0.0124773	-0.0728813	-0.0357868	-0.0997032	0.0820392	-0.0657053	0.0604095	-0.0416889	-0.0547128	-0.0760899
3974.57	0.019679	0.133982	-0.0401406	0.0126281	0.0912857	0.0573589	0.112419	0.0747882	0.103345	0.0677923	0.100129	0.0873786	0.0846987	0.311475	0.109041	-0.054475	-0.120733	-0.0629353	-0.0233221	-0.085645	-0.0397966	0.0606618	-0.0466388	-0.0554106	-0.0124002	-0.0736059	-0.035646	-0.100103	0.0815942	-0.0661704	0.0600556	-0.0420439	-0.0553753	-0.0757895
3972.64	0.0196576	0.13478	-0.0397642	0.0131546	0.0923495	0.0580255	0.112443	0.075391	0.104066	0.0682597	0.100949	0.0874534	0.0853458	0.311895	0.109916	-0.0546537	-0.120738	-0.0627273	-0.0229705	-0.0859527	-0.0395456	0.0607323	-0.046989	-0.0554748	-0.0119812	-0.0737116	-0.0360904	-0.0997297	0.0816587	-0.0656403	0.0602986	-0.0422278	-0.0552719	-0.0754755
3970.71	0.0200627	0.134583	-0.0395876	0.0126719	0.0929277	0.0579601	0.112478	0.0753227	0.104031	0.068205	0.101002	0.0875079	0.0855882	0.311361	0.110175	-0.0550363	-0.121002	-0.0629211	-0.0230363	-0.0857664	-0.0394726	0.0609931	-0.0475654	-0.0556922	-0.0124328	-0.0734773	-0.0363186	-0.0995857	0.0824857	-0.0655293	0.0605877	-0.0420903	-0.0553577	-0.0758702
3968.78	0.0203962	0.134515	-0.0394897	0.0123707	0.0925591	0.0577704	0.112557	0.0751747	0.103134	0.0678366	0.100816	0.0875511	0.0850498	0.310114	0.109563	-0.054707	-0.120837	-0.0631265	-0.023157	-0.0860248	-0.0393649	0.0607954	-0.0477097	-0.0554226	-0.0130542	-0.0731646	-0.0360834	-0.0999513	0.0825345	-0.0657617	0.0605016	-0.0416359	-0.0555442	-0.0761158
3966.86	0.0203434	0.134806	-0.0394898	0.0127129	0.0924409	0.0576954	0.112966	0.0757748	0.103357	0.0678504	0.10123	0.087813	0.0850204	0.310548	0.110085	-0.0544185	-0.120584	-0.0629294	-0.0231858	-0.0859973	-0.0388805	0.0608713	-0.0471382	-0.0553723	-0.0131053	-0.0729373	-0.0352459	-0.0998665	0.0820513	-0.0649162	0.0608057	-0.0410925	-0.0550667	-0.075933
3964.93	0.0200766	0.134706	-0.0396364	0.012855	0.092074	0.0576725	0.113118	0.0753116	0.103677	0.0677218	0.101026	0.0882917	0.0852358	0.310814	0.110389	-0.0545827	-0.120824	-0.0628666	-0.0232063	-0.0855185	-0.038959	0.0606773	-0.0470047	-0.0553181	-0.0129735	-0.0733268	-0.0351636	-0.0999648	0.0825371	-0.0647108	0.0613487	-0.0412901	-0.0551714	-0.0761164
3963	0.0199748	0.134926	-0.0398281	0.0124972	0.0919518	0.0577419	0.112388	0.075038	0.103646	0.0677509	0.100954	0.0879271	0.0848829	0.310097	0.109809	-0.0546368	-0.120667	-0.0631965	-0.0224851	-0.0852011	-0.0392316	0.0600944	-0.0468256	-0.0550318	-0.0126425	-0.0733296	-0.035042	-0.0996893	0.0826681	-0.0650594	0.0617779	-0.0410678	-0.0553767	-0.0760957
3961.07	0.0201422	0.134616	-0.0394826	0.0120312	0.0919955	0.0576142	0.112197	0.0754701	0.103577	0.0676343	0.10113	0.087357	0.0846841	0.310271	0.109498	-0.0540367	-0.119797	-0.0629684	-0.0219552	-0.084408	-0.0390313	0.0606503	-0.0462306	-0.0546255	-0.0118663	-0.0725917	-0.034754	-0.0992354	0.0824961	-0.0644933	0.0625222	-0.0407372	-0.0551981	-0.075311
3959.14	0.0199731	0.134449	-0.0393432	0.0117111	0.0919637	0.0573223	0.112197	0.075013	0.1033	0.0672607	0.100616	0.0873298	0.0847901	0.310402	0.109479	-0.0538695	-0.119715	-0.0633372	-0.0226929	-0.0849057	-0.038788	0.0607399	-0.0465709	-0.0553795	-0.0119427	-0.072784	-0.0353103	-0.0991375	0.0822981	-0.0642592	0.0625562	-0.0411264	-0.054943	-0.0754629
3957.21	0.020038	0.1351	-0.0390827	0.012168	0.0922793	0.0571882	0.112234	0.0746422	0.103474	0.0673575	0.100453	0.0876129	0.0852851	0.311239	0.11024	-0.0541713	-0.119948	-0.064083	-0.0235837	-0.0855311	-0.0388971	0.0604932	-0.046995	-0.0557589	-0.0125218	-0.0730045	-0.0353609	-0.098962	0.0818879	-0.0639247	0.0621463	-0.0411663	-0.0549598	-0.0756472
3955.29	0.0205509	0.135236	-0.0390362	0.0123959	0.0917797	0.056856	0.112287	0.0746145	0.103369	0.0673636	0.100583	0.0875673	0.0854086	0.311845	0.110646	-0.0542922	-0.119878	-0.0635838	-0.0229548	-0.0846675	-0.0383686	0.0604014	-0.0470562	-0.0548436	-0.0128198	-0.0727487	-0.0349359	-0.0985603	0.0821474	-0.0631338	0.0622214	-0.040709	-0.0547993	-0.0752391
3953.36	0.0209436	0.134888	-0.0388166	0.012208	0.0916459	0.0572607	0.112815	0.0746134	0.103343	0.0673205	0.100963	0.0879743	0.0853963	0.311326	0.110221	-0.0539497	-0.119863	-0.0631446	-0.0224131	-0.0845419	-0.0379271	0.0595676	-0.0466568	-0.0546521	-0.0126771	-0.072623	-0.0348363	-0.0983568	0.0821882	-0.0628457	0.062278	-0.0404774	-0.0545688	-0.0752011
3951.43	0.0209815	0.134969	-0.0387648	0.0124412	0.0916919	0.0579375	0.113011	0.0746875	0.103245	0.0667069	0.10111	0.0881003	0.0853954	0.310552	0.110127	-0.0538468	-0.119978	-0.0632043	-0.0222322	-0.0849247	-0.0379584	0.0595984	-0.0463876	-0.0547462	-0.012711	-0.0722719	-0.0347701	-0.0986463	0.0827497	-0.0629147	0.0625769	-0.0402069	-0.0544511	-0.0748002
