3999.64	-0.00192083	-0.0834793	-0.17135	-0.0421254	0.0121957	-0.0861282	0.0220096	-0.111739	-0.0765467	-0.0829769	-0.0464556	0.0726605	-0.0582814	-0.0502146	-0.00838419	-0.050501	-0.0706412	0.0119346	-0.0438823	-0.0167817	-0.11186	-0.0402493	0.0395376	-0.0774661	-0.0621935	-0.0579184	0.0177411	0.017369	0.0507833	-0.0711395	-0.0275031	0.0202803	-0.0675896	0.00299729	-0.0716261	-0.0522574	0.0284728	-0.0724829	-0.0506054	-0.0979279
3997.71	-0.00284282	-0.0839466	-0.171806	-0.0431333	0.0117826	-0.0865039	0.02116	-0.112063	-0.0768312	-0.0837121	-0.0469783	0.0722508	-0.0584748	-0.0503499	-0.00821561	-0.0504141	-0.0707346	0.0114736	-0.0442496	-0.017093	-0.112157	-0.04016	0.0398518	-0.0776313	-0.0616605	-0.0577207	0.0181546	0.017976	0.0512379	-0.0705785	-0.0271675	0.0208782	-0.0673085	0.00313006	-0.0713751	-0.0514816	0.0290289	-0.0726886	-0.0504757	-0.0978066
3995.78	-0.00255255	-0.0839624	-0.171632	-0.0429274	0.0120158	-0.0864591	0.0214077	-0.112157	-0.0767228	-0.0832439	-0.0468762	0.0716948	-0.0589083	-0.0508352	-0.0084758	-0.0507875	-0.0712959	0.0111079	-0.0449464	-0.0179026	-0.112833	-0.0395898	0.0405036	-0.0771158	-0.0612046	-0.0580009	0.0188429	0.0184252	0.0509978	-0.0708912	-0.0278458	0.0208665	-0.068192	0.00268818	-0.0721357	-0.0516315	0.0283905	-0.0736585	-0.0511534	-0.0985496
3993.85	-0.00182004	-0.0833898	-0.171863	-0.0423306	0.0121416	-0.0863125	0.0219764	-0.111912	-0.0768302	-0.0822545	-0.0466413	0.0716252	-0.0589032	-0.0511732	-0.00863119	-0.050905	-0.071563	0.0113728	-0.045351	-0.0179793	-0.113091	-0.0393353	0.0400838	-0.0773502	-0.0614803	-0.0584405	0.0182913	0.0176359	0.0503732	-0.0716481	-0.0282834	0.0203081	-0.0687709	0.00228896	-0.0727545	-0.0522489	0.0280733	-0.0738999	-0.0519035	-0.0995094
3991.93	-0.00151938	-0.0832887	-0.171811	-0.0422655	0.0124962	-0.0864614	0.0225268	-0.111746	-0.0769293	-0.0818124	-0.046076	0.0719092	-0.0589782	-0.0511821	-0.00832432	-0.0509081	-0.0716342	0.0107337	-0.0453371	-0.0175459	-0.113219	-0.0400114	0.0394722	-0.0778423	-0.0622563	-0.0585003	0.0179197	0.0167438	0.0505308	-0.0716246	-0.0280401	0.0201122	-0.0686525	0.00266561	-0.0724725	-0.0522298	0.0286324	-0.0736966	-0.0516204	-0.0993862
3990	-0.00172342	-0.08364	-0.1715	-0.0428148	0.0125077	-0.0864066	0.0226652	-0.111943	-0.0768	-0.0822713	-0.0459198	0.0719359	-0.0590621	-0.0508931	-0.00793318	-0.0508201	-0.0717836	0.0106598	-0.0450541	-0.0173307	-0.112942	-0.0402518	0.0395614	-0.0775715	-0.0624897	-0.0581733	0.0184354	0.0168035	0.0510785	-0.0711203	-0.0278833	0.0204822	-0.0682584	0.00337933	-0.0720608	-0.0521029	0.0285617	-0.0737447	-0.0508613	-0.0986657
3988.07	-0.0020708	-0.0827869	-0.170988	-0.0424343	0.0123975	-0.0860567	0.0223332	-0.111867	-0.0768278	-0.0827993	-0.0462574	0.0716278	-0.0592323	-0.0509622	-0.00778148	-0.0509815	-0.0719062	0.0107816	-0.0451714	-0.0174176	-0.112892	-0.0396243	0.0403567	-0.0778003	-0.0619036	-0.0579639	0.0184848	0.0175854	0.051068	-0.0706111	-0.0276993	0.0207555	-0.0680655	0.00372084	-0.0722072	-0.0521409	0.0286449	-0.0740188	-0.0508366	-0.0984496
3986.14	-0.00163341	-0.0824134	-0.170767	-0.0422515	0.012447	-0.0860221	0.0219921	-0.111169	-0.0764565	-0.0829037	-0.0464653	0.0714099	-0.058997	-0.0510713	-0.0074912	-0.0510306	-0.0716721	0.0105412	-0.0452803	-0.0173571	-0.11325	-0.0397608	0.0404424	-0.0784283	-0.0621455	-0.0587619	0.0175851	0.0172824	0.0513609	-0.0702662	-0.0275405	0.0209131	-0.0680792	0.00357108	-0.0722933	-0.0516179	0.029185	-0.0739618	-0.0510982	-0.0982376
3984.21	-0.00173629	-0.0828068	-0.170946	-0.0428011	0.0126298	-0.0865878	0.0213265	-0.111142	-0.0764977	-0.0831312	-0.047067	0.0710333	-0.0590583	-0.0513156	-0.00785912	-0.0508842	-0.0720359	0.00992618	-0.0457501	-0.017625	-0.113734	-0.0405989	0.0393519	-0.078649	-0.0627208	-0.0595693	0.0171347	0.0165903	0.0515385	-0.0702063	-0.0279294	0.0210272	-0.0682658	0.0034519	-0.0719112	-0.0516768	0.0293734	-0.0736679	-0.0510435	-0.098102
3982.28	-0.00212607	-0.0830435	-0.171258	-0.0428838	0.0124885	-0.0867815	0.0210661	-0.111525	-0.0771714	-0.0833227	-0.0477329	0.0711984	-0.0595549	-0.0514894	-0.00822878	-0.0510258	-0.0725696	0.00997412	-0.0459773	-0.0177351	-0.114036	-0.0405743	0.0392117	-0.0786913	-0.0625346	-0.0594905	0.0172534	0.0159637	0.0511726	-0.0704122	-0.0284703	0.0211372	-0.0687268	0.00371493	-0.071837	-0.0522456	0.0294082	-0.073673	-0.0513212	-0.0985608
