3999.64	-0.0654675	-0.060647	0.0114542	0.0184719	-0.00341883	0.056106	-0.0777326	-0.0616581	-0.0480746	0.0561232	-0.0468956	-0.00604799	0.0180552	0.0326384	-0.0189787	-0.0110722	-0.0243105	-0.0640095	-0.0363159	-0.0302261	-0.0373472	-0.0107894	-0.00541071	-0.0477654	-0.109636	0.0701867	-0.0270195	-0.0198397	-0.0339106	0.0280746	0.0781288	0.0639063	-0.0169466	-0.0470137	-0.0364091	0.0790319	-0.019524	-0.059398	0.0589325	0.0337634	0.0358014	-0.0788853
3997.71	-0.0650368	-0.0602403	0.0113111	0.0185278	-0.0035877	0.0561982	-0.0776039	-0.0611249	-0.0479687	0.0558585	-0.0468707	-0.00630674	0.0174889	0.0322623	-0.0192787	-0.0110159	-0.0244254	-0.0641448	-0.0363333	-0.0300969	-0.0365639	-0.0104288	-0.00468009	-0.0476871	-0.110014	0.0701868	-0.0270415	-0.0197776	-0.0340221	0.0278561	0.0779812	0.0636717	-0.0172996	-0.0465199	-0.0368295	0.0794313	-0.0199462	-0.0597299	0.0591253	0.0339884	0.0359602	-0.0789504
3995.78	-0.0646737	-0.0599446	0.0112118	0.0187904	-0.00391298	0.0561474	-0.0775808	-0.0609239	-0.0481196	0.0559491	-0.0467473	-0.00610102	0.0176142	0.0323901	-0.0190128	-0.0109405	-0.024687	-0.0638764	-0.0361323	-0.0297782	-0.0368547	-0.0108866	-0.00463889	-0.047607	-0.110373	0.0707448	-0.0270052	-0.019111	-0.0337923	0.0281481	0.0772178	0.0628528	-0.0174768	-0.0469814	-0.0371636	0.0794837	-0.0200294	-0.0603134	0.0587269	0.0331082	0.0353997	-0.0792944
3993.85	-0.0645274	-0.0602391	0.0114502	0.0193401	-0.00350209	0.0564081	-0.0775665	-0.0613675	-0.0481343	0.0560435	-0.0468017	-0.0059876	0.0178558	0.0326496	-0.0189357	-0.0113412	-0.0251351	-0.0635113	-0.0359697	-0.0298123	-0.0366652	-0.0107782	-0.00401259	-0.0470447	-0.109527	0.0709485	-0.0269818	-0.0188893	-0.0337674	0.0284209	0.0768032	0.0631464	-0.0171698	-0.0471098	-0.0371767	0.0786135	-0.0200262	-0.0600606	0.0584696	0.032383	0.0348813	-0.0793372
3991.93	-0.0644402	-0.0602915	0.0117698	0.0195224	-0.00310378	0.0560252	-0.0773912	-0.0619382	-0.0475286	0.0559314	-0.0472068	-0.00595943	0.0173695	0.0327737	-0.0189464	-0.0114729	-0.0252368	-0.0633764	-0.0360072	-0.0300288	-0.0368019	-0.0104503	-0.00366505	-0.0474328	-0.108958	0.070582	-0.026909	-0.0191636	-0.0335687	0.0281395	0.0767728	0.0635278	-0.0168841	-0.0466888	-0.036806	0.0789562	-0.0194925	-0.0597634	0.0584445	0.0324051	0.0355905	-0.0792803
3990	-0.0649508	-0.0604643	0.0112125	0.0189268	-0.00349673	0.0555244	-0.0775417	-0.0622735	-0.0470842	0.0557618	-0.047586	-0.00596603	0.0170209	0.0321177	-0.0190304	-0.0115257	-0.0251668	-0.0636578	-0.0364785	-0.0303491	-0.037124	-0.0109933	-0.00449216	-0.0484151	-0.109477	0.0704834	-0.0270983	-0.019058	-0.0331507	0.0283071	0.0767775	0.0635149	-0.0165579	-0.0463702	-0.0366547	0.0801637	-0.0192148	-0.0596275	0.058817	0.0330508	0.0362925	-0.0789221
3988.07	-0.0654304	-0.0606674	0.0107388	0.0187114	-0.00456682	0.0553357	-0.0780125	-0.0624972	-0.0473664	0.0556997	-0.0474025	-0.00561342	0.0172854	0.0317003	-0.0192588	-0.0114187	-0.0252693	-0.063811	-0.0365237	-0.0302449	-0.0377794	-0.0114183	-0.00560956	-0.0486809	-0.109959	0.0704166	-0.0274496	-0.01895	-0.0333664	0.0278655	0.0768339	0.0628973	-0.0175839	-0.0465959	-0.0372671	0.0798486	-0.0199886	-0.059789	0.0584073	0.0328217	0.0355516	-0.0789565
3986.14	-0.0654377	-0.0599893	0.0109808	0.0188594	-0.00461925	0.0556534	-0.0781088	-0.0624133	-0.0476002	0.0548294	-0.0476044	-0.00577278	0.0167916	0.0309523	-0.0202199	-0.0118223	-0.0258371	-0.0644372	-0.0368874	-0.0304924	-0.0382273	-0.01131	-0.00558306	-0.0484437	-0.109904	0.0704147	-0.0274889	-0.0190389	-0.0335897	0.0276107	0.0769666	0.0626368	-0.0188925	-0.0468682	-0.0375922	0.079239	-0.0204412	-0.0602914	0.0580082	0.0324754	0.0348374	-0.079356
3984.21	-0.0652515	-0.0594704	0.0115234	0.0192168	-0.00397714	0.0555966	-0.0776232	-0.0621154	-0.0472047	0.0548586	-0.0475844	-0.0056769	0.0165822	0.0309842	-0.0201486	-0.0119158	-0.0255626	-0.0643543	-0.0363	-0.0304796	-0.0382339	-0.0115815	-0.0049938	-0.0483061	-0.109826	0.0702467	-0.0274073	-0.0196124	-0.0338755	0.0275719	0.0772379	0.0628322	-0.0186115	-0.0467051	-0.0371151	0.079193	-0.0206452	-0.060483	0.0580986	0.0330854	0.0347641	-0.0795253
3982.28	-0.0651392	-0.0596434	0.0111045	0.0192792	-0.00428227	0.055168	-0.0774002	-0.0621596	-0.0473264	0.0550196	-0.0479085	-0.00585372	0.0166685	0.0313925	-0.0196935	-0.0118458	-0.0252578	-0.064069	-0.0357496	-0.0304022	-0.0379722	-0.0118872	-0.00481735	-0.0482554	-0.109108	0.0704246	-0.0274654	-0.0200918	-0.0341294	0.0271286	0.0769532	0.0631476	-0.0180381	-0.0464465	-0.0367195	0.0792806	-0.0208007	-0.0596639	0.0589779	0.0331729	0.0359913	-0.0792732
3980.36	-0.0650385	-0.0596134	0.010913	0.0193491	-0.00428545	0.0553521	-0.0773177	-0.0622327	-0.0474223	0.0546714	-0.0479112	-0.00563101	0.0171619	0.0320463	-0.0195953	-0.0114063	-0.0250646	-0.0634749	-0.0358551	-0.0305266	-0.0382765	-0.0123247	-0.00598264	-0.0490777	-0.10914	0.0695169	-0.0273302	-0.0198864	-0.0341157	0.0264156	0.0758763	0.0629582	-0.0177417	-0.0471122	-0.0369152	0.0797172	-0.0208147	-0.0596097	0.0592675	0.0328131	0.0362251	-0.0792729
3978.43	-0.0650279	-0.0592681	0.0113155	0.0196845	-0.00389899	0.0552509	-0.0773398	-0.0623657	-0.0469797	0.0541208	-0.0481227	-0.00551996	0.0172204	0.0316074	-0.0195239	-0.0116124	-0.0254059	-0.0633543	-0.0363151	-0.03054	-0.038858	-0.0122287	-0.00680613	-0.0499918	-0.110037	0.0687169	-0.02732	-0.0194835	-0.0340456	0.0267813	0.0757016	0.0627841	-0.0179356	-0.0472252	-0.0375501	0.079497	-0.0209188	-0.0601465	0.0586212	0.032534	0.0356085	-0.0792529
3976.5	-0.0649883	-0.0592131	0.0111926	0.0197877	-0.00413434	0.0548668	-0.0779073	-0.0627648	-0.0469583	0.0540491	-0.0478936	-0.00534198	0.0170861	0.0308868	-0.0192739	-0.0117192	-0.0255779	-0.0632792	-0.0362648	-0.0299432	-0.038699	-0.0122269	-0.00619605	-0.0493329	-0.110186	0.0693088	-0.0279173	-0.0195309	-0.0344048	0.0266259	0.0761224	0.0628827	-0.0182008	-0.0465297	-0.0375786	0.0797128	-0.021101	-0.0598423	0.0586153	0.0328109	0.0358139	-0.079221
